sample_id,seed,objective,success,v12,v21,obj_value,n_iters,converged,elapsed_time,error,E0,Emin,ft,max_iter,nelx,nely,nu,save_every,scale_factor,tol_change,tol_obj,void_size_frac,volfrac,window_size
16,circle,auxetic,True,0.10606825662439852,0.10606825662439509,26.25264999119159,59,True,11.43,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.38087,0.342625,20
17,circle,auxetic,True,0.12566474240637154,0.12566474240637218,58.3822250420622,31,True,5.8,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.36497,0.493023,20
18,circle,auxetic,True,0.15065436379136782,0.14151712767330188,158.051368126309,150,True,28.38,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.16901,0.686793,20
19,circle,auxetic,True,0.2925244601672266,0.2925244601672221,52.44241084931808,33,True,6.34,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.209042,0.432076,20
20,circle,auxetic,True,0.43085747909902294,0.43085747909902994,32.72099128297049,36,True,6.87,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.108752,0.314742,20
21,circle,auxetic,True,0.3338701367124459,0.333870136712449,90.38718580727101,35,True,6.59,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.174028,0.534896,20
22,circle,auxetic,True,0.21969283907143922,0.21969283907144216,26.095834071869007,34,True,6.46,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.283635,0.334731,20
23,circle,auxetic,True,0.10959473231805389,0.10959473231802715,127.53349142971217,33,True,6.42,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.346488,0.66105,20
24,circle,auxetic,True,0.1704416887584452,0.17044168875844576,75.87950323146704,52,True,9.56,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.311205,0.535586,20
25,circle,auxetic,True,0.18967045667367208,0.1896704566736753,60.04374381267324,37,True,7.04,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.299352,0.484376,20
26,circle,auxetic,True,0.1200427877320136,0.12004278773201833,46.756133795033804,37,True,6.72,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.370904,0.450259,20
27,circle,auxetic,True,0.20035626377143148,0.20035626342531265,122.75255734893754,79,True,14.26,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.218858,0.611514,20
28,circle,auxetic,True,0.36964189538320713,0.36964189538319664,69.90716966728593,44,True,8.55,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.164838,0.47418,20
29,circle,auxetic,True,0.1382703694821233,0.1381588186250369,157.40940977827586,150,True,26.78,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.246602,0.682372,20
30,circle,auxetic,True,0.2651169419634022,0.2651169419634063,89.47006020838317,31,True,6.09,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.23249,0.547963,20
31,circle,auxetic,True,0.15266599946452816,0.15266599946452702,45.61928158829846,41,True,7.8,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.342857,0.438932,20
32,circle,auxetic,True,0.12172011865681835,0.12172011865682383,96.85768424355797,51,True,9.74,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.356571,0.600036,20
33,circle,auxetic,True,0.18296268841109112,0.18555858442245943,123.54097877054255,150,True,28.14,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.124416,0.645327,20
34,circle,auxetic,True,0.28097285112455606,0.28097285112454834,33.658002897193846,39,True,7.31,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.106477,0.354935,20
35,circle,auxetic,True,0.2425820850240783,0.2425820850240706,110.54412426634401,36,True,6.74,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.237706,0.5976,20
36,circle,auxetic,True,0.39183821783464706,0.3918382178346678,91.68200195327296,31,True,5.69,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.12724,0.526826,20
37,circle,auxetic,True,0.10942385658272304,0.10942385658091025,135.74799081820657,47,True,8.84,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.350889,0.674402,20
38,circle,auxetic,True,0.20023988270694534,0.2002398827069495,33.300477689364556,34,True,6.46,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.140415,0.367124,20
39,circle,auxetic,True,0.2587246652556476,0.25872466525564614,25.522391935197977,40,True,7.47,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.244125,0.323682,20
40,circle,auxetic,True,0.20964372803816544,0.20964372803817194,71.41196541575583,33,True,6.18,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.269746,0.511903,20
41,circle,auxetic,True,0.3811693347379546,0.3811693347379628,74.55954057244996,32,True,6.18,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.154514,0.486925,20
42,circle,auxetic,True,0.20647101328775438,0.20647101328775008,36.55737658860534,42,True,7.88,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.302734,0.39276,20
43,circle,auxetic,True,0.3303816076043867,0.33038160760437935,74.27200254494596,31,True,5.93,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.179015,0.497884,20
44,circle,auxetic,True,0.2065649151469663,0.20656491514697406,101.05963701654791,32,True,6.15,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.26455,0.586152,20
45,circle,auxetic,True,0.11970243468191545,0.11970243468191329,44.10423292720573,44,True,8.2,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.397296,0.442794,20
46,circle,auxetic,True,0.08184130408237339,0.08184130408350081,133.651506976113,45,True,8.65,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.381863,0.677214,20
47,circle,auxetic,True,0.14712241632099118,0.1471224163209966,80.4997913301343,34,True,6.49,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.326455,0.554576,20
48,circle,auxetic,True,0.2764763662236927,0.27647636622369304,32.26099885312695,53,True,9.98,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.194483,0.34774,20
49,circle,auxetic,True,0.16262373266119132,0.16262373266118924,33.92466286507645,40,True,7.74,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.257178,0.37954,20
50,circle,auxetic,True,0.1709409191217748,0.1709409191217735,64.55583512964917,40,True,7.54,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.30937,0.500125,20
51,circle,auxetic,True,0.3207661248576106,0.32076612485762596,81.90938979446308,37,True,6.93,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.188872,0.515605,20
52,circle,auxetic,True,0.16958083299120588,0.16958083299120624,87.71966898182596,29,True,5.53,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.296326,0.565291,20
53,circle,auxetic,True,0.21900926645361185,0.2190092664536058,24.320299986442024,53,True,9.84,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.294607,0.326501,20
54,circle,auxetic,True,0.2729404763413268,0.27294047634133534,45.41092587731916,41,True,7.76,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.224851,0.408544,20
55,circle,auxetic,True,0.08247097356834615,0.08247097356903997,144.7902697780346,45,True,8.52,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.386123,0.69382,20
56,circle,auxetic,True,0.14141315552105263,0.1414131555210534,35.783954061027586,33,True,6.28,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.37486,0.398016,20
57,circle,auxetic,True,0.19229402331614331,0.1897615891485753,130.2902422974472,150,True,28.04,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.147401,0.627164,20
58,circle,auxetic,True,0.18373883544686573,0.18373883544686131,53.78460228486823,44,True,8.51,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.315529,0.46439,20
59,circle,auxetic,True,0.19673707280535466,0.19673707280535543,58.86586154815496,31,True,5.96,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.288366,0.47614,20
60,circle,auxetic,True,0.17658588958034263,0.17658588958033733,65.70131393496581,32,True,6.07,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.3186,0.506055,20
61,circle,auxetic,True,0.10896564401093506,0.10896564401093052,132.26600681870005,35,True,6.72,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.334491,0.667227,20
62,circle,auxetic,True,0.168093499679548,0.16809349967954187,42.10965999535749,32,True,6.3,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.330281,0.421417,20
63,circle,auxetic,True,0.23028194126601925,0.22288853042160953,107.09499827582735,150,True,27.88,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.112733,0.580477,20
64,circle,auxetic,True,0.2668107327369353,0.2668107327369371,79.74175474386143,32,True,6.07,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.22127,0.521094,20
65,circle,auxetic,True,0.10743119288443186,0.10743119288443025,20.546515390272134,52,True,9.67,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.134813,0.300199,20
66,circle,auxetic,True,0.18873056556130693,0.19064351526163986,134.78849343077405,150,True,28.01,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.162065,0.635335,20
67,circle,auxetic,True,0.19281953902559226,0.19281953902559107,32.842275765191246,40,True,7.58,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.101086,0.36381,20
68,circle,auxetic,True,0.19478193216729273,0.19478193216729905,130.4142064488223,54,True,10.03,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.260249,0.644963,20
69,circle,auxetic,True,0.1936767346268029,0.19367673462680257,115.01252805451219,34,True,6.51,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.278928,0.617889,20
70,circle,auxetic,True,0.10663786840395628,0.10663786840395025,78.64128909912628,35,True,6.74,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.369492,0.560277,20
71,circle,auxetic,True,0.1720794082698288,0.17207940826982537,100.49540291446667,33,True,6.24,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.286482,0.592314,20
72,circle,auxetic,True,0.3789844755415351,0.37898447554153947,62.7675083057332,37,True,7.0,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.159864,0.447758,20
73,circle,auxetic,True,0.17964509691941216,0.17815079552526078,120.70377345628488,150,True,28.87,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.132195,0.620857,20
74,circle,auxetic,True,0.19401691992858763,0.19401691992858436,125.02681289073294,40,True,7.54,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.253512,0.634445,20
75,circle,auxetic,True,0.3167539965077909,0.31675399650779335,25.206150764790888,45,True,8.68,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.176013,0.305924,20
76,circle,auxetic,True,0.18779067934035001,0.18765081275384932,151.71033197842064,150,True,28.32,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.151979,0.697743,20
77,circle,auxetic,True,0.3126772015612199,0.3126772015612123,104.50060037817028,29,True,5.46,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.184096,0.57043,20
78,circle,auxetic,True,0.19674926940234674,0.19644659096613978,131.47880751732026,150,True,28.75,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.115789,0.656753,20
79,circle,auxetic,True,0.12293660143265334,0.12293660143265263,50.156649347806884,32,True,5.98,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.392079,0.466582,20
80,cross_rectangular,auxetic,True,0.1397423936789572,0.1397423936783108,130.33234653425916,78,True,14.67,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.282411,0.656507,20
81,cross_rectangular,auxetic,True,0.2264507510661791,0.22645075106617057,23.783082744010887,49,True,9.45,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.306569,0.318742,20
82,cross_rectangular,auxetic,True,0.21370672081777553,0.2208448147212987,109.72832161819763,150,True,28.25,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.107638,0.611677,20
83,cross_rectangular,auxetic,True,0.14877017488215863,0.14877017488215777,54.88988862810852,86,True,16.06,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.340979,0.48005,20
84,cross_rectangular,auxetic,True,0.0778271081922241,0.07782710819256757,140.53118909649987,60,True,11.31,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.374091,0.688512,20
85,cross_rectangular,auxetic,True,0.403047459127584,0.4030474591276028,91.79625247650141,36,True,6.66,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.125534,0.52501,20
86,cross_rectangular,auxetic,True,0.1718275500787836,0.1718275500787785,28.128884451327608,43,True,8.06,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.292877,0.347281,20
87,cross_rectangular,auxetic,True,0.12301828520103732,0.12301828520103864,41.982063617429304,32,True,5.93,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.399017,0.428369,20
88,cross_rectangular,auxetic,True,0.07423174189358994,0.07423174189350222,133.66524309512505,69,True,12.69,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.387662,0.678865,20
89,cross_rectangular,auxetic,True,0.14971860944053975,0.1497186094405388,34.30456205527774,55,True,10.23,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.198436,0.383353,20
