Iteration,Poisson_v12,Poisson_v21,Objective,Volume_Fraction
0,nan,nan,nan,0.786719
1,0.247891,0.247891,3.974748,0.641692
2,0.240670,0.240670,4.840975,0.641693
3,0.128522,0.128522,4.739381,0.641692
4,0.200879,0.200879,4.663573,0.641691
5,0.101756,0.101756,4.512608,0.641692
6,0.150735,0.150735,4.428499,0.641693
7,0.108265,0.108265,4.357685,0.641691
8,0.138339,0.138339,4.315208,0.641692
9,0.121026,0.121026,4.253682,0.641692
10,0.130296,0.130296,4.213014,0.641691
11,0.130474,0.130474,4.182413,0.641692
12,0.135411,0.135411,4.159877,0.641692
13,0.139181,0.139181,4.144355,0.641691
14,0.141343,0.141343,4.136648,0.641692
15,0.143255,0.143255,4.130232,0.641691
16,0.144613,0.144613,4.125989,0.641692
17,0.145492,0.145492,4.123543,0.641692
18,0.145629,0.145629,4.122681,0.641692
19,0.145643,0.145643,4.122296,0.641692
20,0.145634,0.145634,4.122129,0.641692
21,0.145617,0.145617,4.122038,0.641692
22,0.145576,0.145576,4.121978,0.641692
23,0.145523,0.145523,4.121920,0.641691
24,0.145467,0.145467,4.121861,0.641691
25,0.145419,0.145419,4.121792,0.641692
26,0.145384,0.145384,4.121723,0.641692
27,0.145362,0.145362,4.121669,0.641692
28,0.145349,0.145349,4.121636,0.641691
29,0.145342,0.145342,4.121621,0.641692
