sample_id,success,v12,v21,obj_value,n_iters,converged,elapsed_time,volfrac,penal,rmin,move,void_size_frac,rotation_deg,error
25,True,0.2999999999907287,0.29999999999072796,11.255425804062128,73,True,25.38,0.257390,4.128307,3.585975,0.177230,0.318914,41.989968,
26,True,0.1170951370658262,0.11301935218083353,39.69560770816319,150,True,52.63,0.437750,1.827246,2.427301,0.116157,0.488923,88.351179,
27,True,0.21479862725628573,0.2201767156043406,66.32464681193636,150,True,38.72,0.510158,1.317007,4.444515,0.173145,0.641702,61.545147,
28,True,0.06774883934354693,0.06777406414236173,25.581273580391972,84,True,30.41,0.365463,1.883768,3.470908,0.167425,0.227440,10.915122,
29,True,0.2902118841122322,0.2780076461163598,123.96047142013641,150,True,42.89,0.590683,1.556407,5.456490,0.190038,0.381083,47.252506,
30,True,0.11342942023789329,0.11341467391118042,76.19906468136023,36,True,13.28,0.520874,4.048524,4.648114,0.183420,0.602280,56.409010,
31,True,0.25659454742314214,0.2565945463171365,10.634887101406322,25,True,8.65,0.285011,4.592443,1.125321,0.258688,0.540632,51.766253,
32,True,0.32757315926128916,0.317282517340627,32.953046751938246,150,True,53.22,0.471018,1.173511,1.384672,0.154104,0.614006,14.625788,
33,True,0.30000000012906197,0.3000000001289589,9.287026542985927,51,True,12.90,0.246429,3.935174,3.122260,0.185141,0.304993,6.940984,
34,True,0.21826304735155483,0.21826128929951302,26.61687406064024,54,True,18.70,0.319889,3.541628,3.686818,0.281612,0.578782,22.488606,
35,True,0.12191268836463887,0.12190656183152804,56.424771535898486,41,True,15.43,0.458446,3.833511,4.180022,0.260979,0.632846,7.669829,
36,True,0.2999999998186895,0.2999999998186656,8.236675435607902,150,True,51.59,0.294952,2.350100,4.307244,0.128012,0.566991,40.520549,
37,True,0.1604366513326961,0.16042115932991005,35.41015132143359,108,True,21.74,0.346697,4.443550,4.071355,0.210376,0.629751,27.800644,
38,True,0.328606986949028,0.33584360859102924,24.60170656676193,150,True,52.46,0.474928,1.071528,5.185966,0.142904,0.320338,65.527123,
39,True,0.17627997595593412,0.1762974100666392,39.619018474478665,57,True,13.60,0.368536,3.415651,5.353262,0.196076,0.459822,5.203541,
40,True,0.2274086911163646,0.21682826602299346,71.57530004419365,150,True,52.83,0.569365,1.416255,2.576736,0.112346,0.583940,36.238070,
41,True,0.2931992865172879,0.28323312999196903,78.55279705537065,150,True,28.58,0.515175,2.566994,1.862582,0.287871,0.333481,18.238517,
42,True,0.06845534880961678,0.06844030142892521,29.8105263835903,33,True,11.51,0.396369,2.420173,2.376334,0.201270,0.341834,86.210499,
43,True,0.14319776859850977,0.14319751068008177,30.628476202595248,32,True,11.16,0.407468,3.032445,1.285383,0.250877,0.426897,87.941031,
44,True,0.07334423258309478,0.07350176809783417,73.67871883725728,45,True,16.13,0.536632,2.826757,4.771528,0.099232,0.268845,80.961934,
45,True,0.09372929029592149,0.0937249691011347,64.12593068900857,59,True,20.26,0.487557,4.266029,4.594662,0.102044,0.213193,64.091465,
46,True,0.2930310388285195,0.3446154200191759,113.7272191642271,150,True,45.83,0.581456,3.279638,2.612500,0.055744,0.539565,55.473303,
47,True,0.20496880011448498,0.2014844393015177,68.86122280802599,150,True,26.97,0.502106,3.140049,1.942877,0.292919,0.679507,60.527495,
48,True,0.15063456155836938,0.15069825978094598,45.25689477683926,73,True,22.74,0.411810,2.751866,5.916654,0.134740,0.650752,46.621596,
49,True,0.09639856542381685,0.09641737058850676,33.66703562173227,34,True,8.42,0.385251,2.607788,3.802043,0.240990,0.552205,49.243530,
