sample_id,seed,objective,success,v12,v21,obj_value,n_iters,converged,elapsed_time,error,E0,Emin,ft,max_iter,move,nelx,nely,nu,penal,rmin,save_every,scale_factor,tol_change,tol_obj,verbose,void_size_frac,volfrac,window_size
0,circle,auxetic,True,-0.6489705989194355,-0.6226235166174425,0.4370091223173175,140,True,20.73,,199.0,1e-09,2,150,0.155743,50,50,0.3,3.113331,1.071566,9999,1,0.01,0.05,False,0.376091,0.581438,20
1,circle,auxetic,True,-0.2673031547961244,-0.2569897871728113,0.7074492192878519,150,True,22.42,,199.0,1e-09,2,150,0.107381,50,50,0.3,3.558306,1.309046,9999,1,0.01,0.05,False,0.374876,0.570763,20
2,circle,auxetic,True,-0.315337311046515,-0.24262955617661044,0.8903074949804355,150,True,20.68,,199.0,1e-09,2,150,0.110334,50,50,0.3,3.696191,1.080987,9999,1,0.01,0.05,False,0.339559,0.529272,20
3,circle,auxetic,True,-0.2447160766326774,-0.2452555415708644,0.5662459582652857,150,True,22.96,,199.0,1e-09,2,150,0.123401,50,50,0.3,3.753162,1.221854,9999,1,0.01,0.05,False,0.382572,0.59857,20
4,circle,auxetic,True,-0.06195254805422963,-0.07121064645065493,0.8535082867820857,150,True,15.0,,199.0,1e-09,2,150,0.07432,50,50,0.3,2.739944,1.11346,9999,1,0.01,0.05,False,0.395193,0.502472,20
5,circle,auxetic,True,-0.36625770616571657,-0.3677947364430877,0.47270349236100373,150,True,21.14,,199.0,1e-09,2,150,0.078434,50,50,0.3,2.729886,1.183827,9999,1,0.01,0.05,False,0.351742,0.526992,20
6,circle,auxetic,True,-0.4353683277245376,-0.44647824344509435,0.44508339423542753,150,True,22.86,,199.0,1e-09,2,150,0.151774,50,50,0.3,3.045239,1.193083,9999,1,0.01,0.05,False,0.296213,0.508678,20
7,circle,auxetic,True,-0.16811960851939536,-0.18022641803775732,0.8220369789674303,150,True,22.56,,199.0,1e-09,2,150,0.086692,50,50,0.3,3.806673,1.187703,9999,1,0.01,0.05,False,0.308398,0.591003,20
8,circle,auxetic,True,-0.17836918163452573,-0.19868354595821178,0.9035757860768294,150,True,22.81,,199.0,1e-09,2,150,0.139575,50,50,0.3,3.170345,1.118737,9999,1,0.01,0.05,False,0.300235,0.523586,20
9,circle,auxetic,True,-0.3976831961250329,-0.40846376058646755,0.4897015352415195,150,True,22.68,,199.0,1e-09,2,150,0.159922,50,50,0.3,2.622776,1.328748,9999,1,0.01,0.05,False,0.393375,0.552911,20
10,circle,auxetic,True,-0.3020237585284452,-0.30099000708076373,0.5531144859684677,150,True,14.76,,199.0,1e-09,2,150,0.097083,50,50,0.3,3.655539,1.132819,9999,1,0.01,0.05,False,0.359959,0.577675,20
11,circle,auxetic,True,-0.1346606997878898,-0.13014458394680517,1.030602486427652,150,True,22.77,,199.0,1e-09,2,150,0.120138,50,50,0.3,3.825754,1.230587,9999,1,0.01,0.05,False,0.304595,0.532277,20
12,circle,auxetic,True,-0.4299313993758851,-0.43026724047851744,0.6117527841447405,150,True,22.97,,199.0,1e-09,2,150,0.131705,50,50,0.3,2.861687,1.246574,9999,1,0.01,0.05,False,0.32896,0.535013,20
13,circle,auxetic,True,-0.266321214912709,-0.26806560742697894,0.5272412070159914,150,True,22.56,,199.0,1e-09,2,150,0.091557,50,50,0.3,2.775002,1.27578,9999,1,0.01,0.05,False,0.363646,0.601525,20
14,circle,auxetic,True,-0.0908229016612359,-0.09070288523624788,0.6991947224521274,150,True,22.29,,199.0,1e-09,2,150,0.146823,50,50,0.3,3.13943,1.338171,9999,1,0.01,0.05,False,0.286764,0.562008,20
