config,sample_id,pair_idx,volfrac,void_size_frac,v12,v21,Q11,Q22,converged,n_iters,hit_cap,is_connected,n_components,degenerate,volfrac_achieved,osc_score,osc_unstable,is_clean,elapsed_s
q12,q12_00011,11,0.41685785941408726,0.20990855298810754,-0.5800225945608897,-0.7597510398904623,13.221644654430571,16.947113660444767,True,150,True,True,1,False,0.4168583057160166,0.0031296942727195515,False,True,20.632808208465576
normalized,normalized_00011,11,0.41685785941408726,0.20990855298810754,-0.5806536984553493,-0.6725603707302087,5.888513003663527,6.820555004349331,True,150,True,False,5,False,0.4168582471582764,0.28404146705411143,True,False,21.342182874679565
q12,q12_00016,16,0.3260206371941118,0.384665661176,0.0047205328576495715,0.0041121186416735594,0.7469283146334225,0.6506591393852403,True,150,True,False,4,False,0.3260197716408493,1.6368483694358487,True,False,21.566991090774536
normalized,normalized_00016,16,0.3260206371941118,0.384665661176,0.07701888164371032,0.09682467204560699,19.329609647572966,24.300315389592427,True,150,True,False,5,False,0.5179776864601959,1.1597513314298444,True,False,17.49932074546814
q12,q12_00014,14,0.5369658275448169,0.11393512381599932,-0.8472346765540973,-0.5201418213913345,27.335502777700224,16.783355302583498,True,150,True,True,1,False,0.5369665812698734,0.0024584212732090527,False,True,20.990923404693604
normalized,normalized_00014,14,0.5369658275448169,0.11393512381599932,-0.9048794711108189,-0.9024304907170613,9.665233867139268,9.685420326412448,True,150,True,True,1,False,0.53696677212293,0.11388871549522883,False,True,19.144290447235107
q12,q12_00013,13,0.37986951286334386,0.2542703315240835,-0.5609855083260322,-0.8473856844514667,11.50673891562305,17.381279297074514,True,127,False,True,1,False,0.3798699779814371,0.01377535703715798,False,True,18.87517762184143
normalized,normalized_00013,13,0.37986951286334386,0.2542703315240835,-0.9295346654656216,-0.8095998924446536,6.715144680894299,5.844742888391171,True,150,True,True,1,False,0.37987023982302454,0.17544458465007456,True,False,22.38519811630249
q12,q12_00015,15,0.5430179407605753,0.15115723710618748,-0.6837195274914717,-0.6824866073880856,23.67783317209409,23.635127001607245,True,139,False,True,1,False,0.543017071565899,0.003766944941065335,False,True,17.64390468597412
normalized,normalized_00015,15,0.5430179407605753,0.15115723710618748,-0.8157682025398557,-0.680167932067359,13.85229822065784,11.54837595358752,True,150,True,True,1,False,0.5629618465186055,0.18102900156449211,True,False,22.51209259033203
q12,q12_00019,19,0.5736932106048627,0.23204574812188042,-0.8430242357546223,-0.4358323155599659,32.14099879185631,16.636381637096903,True,150,True,True,1,False,0.573693833209774,0.02628554720666229,False,True,22.874367475509644
normalized,normalized_00019,19,0.5736932106048627,0.23204574812188042,-0.9372518676144727,-0.7996853118956794,10.522773300373501,8.976483548927959,True,150,True,True,1,False,0.5277938360015585,0.17987453204817266,True,False,20.425992488861084
q12,q12_00017,17,0.6862528132298237,0.3425192044349384,-0.9162764749472317,-0.44876546148222946,35.47718804786183,17.762314413537617,True,150,True,True,1,False,0.6862525950499299,0.016509339990194914,False,True,22.75177812576294
normalized,normalized_00017,17,0.6862528132298237,0.3425192044349384,-0.7556249337802285,-0.6814717293253972,16.933608874711844,15.271830252943005,True,150,True,True,1,False,0.6296633362441109,0.19076930591241795,True,False,22.889572143554688
q12,q12_00021,21,0.31375540844608735,0.37279612062363465,0.0026789959315183416,0.0017673191309664784,0.5707316832543479,0.37650860555522825,True,150,True,False,4,False,0.31375458089718317,1.7867215466890825,True,False,18.201874494552612
normalized,normalized_00021,21,0.31375540844608735,0.37279612062363465,0.12327431278628563,0.11883007837136932,22.70282899008042,21.884356011945915,True,150,True,True,1,False,0.4962388084462342,0.3604919511847665,True,False,17.51008701324463
q12,q12_00020,20,0.3488152939379115,0.2485530730333811,-0.5915528524633759,-0.6669602347885393,12.538863926123186,14.014136795364248,True,150,True,True,1,False,0.3488152108807739,0.008412516639898534,False,True,22.232755184173584
normalized,normalized_00020,20,0.3488152939379115,0.2485530730333811,-0.704962552092112,-0.5531138884187434,12.084514413652931,9.481514638120887,True,150,True,True,1,False,0.4546316290009923,0.23436417522227918,True,False,20.08690357208252
q12,q12_00027,27,0.5391599915244341,0.37656227050693514,-0.871069009693148,-0.5436264405764385,26.34323238053576,16.438459063138367,True,150,True,True,1,False,0.5391597678635035,0.0002247799221068461,False,True,20.28243136405945
normalized,normalized_00027,27,0.5391599915244341,0.37656227050693514,-0.9424026927521608,-0.8461797157278441,9.878570237191022,8.965455639367782,True,150,True,True,1,False,0.5391600992696196,0.13590120639319334,False,True,16.765565633773804
q12,q12_00024,24,0.5186841117373118,0.15545633665765812,-0.7143892376990203,-0.6839051535894101,23.762914722071592,22.748887450466984,True,144,False,True,1,False,0.518684534605901,0.004562821510928786,False,True,15.004076480865479
normalized,normalized_00024,24,0.5186841117373118,0.15545633665765812,-0.9301481153657686,-0.8413705241523719,9.587747239668444,8.76976453212027,True,150,True,True,1,False,0.5186841786549243,0.11707664770657109,False,True,22.881898164749146
q12,q12_00022,22,0.40351199264000676,0.2987566853061946,-0.737025348514896,-0.6108113126606688,16.63468426999742,13.8136080017687,True,150,True,True,1,False,0.4035115629296443,0.003936578401938946,False,True,22.483360528945923
normalized,normalized_00022,22,0.40351199264000676,0.2987566853061946,-0.5903516428316824,-0.6927009086469922,5.9390725168329865,6.968729534123696,True,150,True,False,9,False,0.4035111108866232,0.2617432594465279,True,False,21.36190366744995
q12,q12_00023,23,0.42468443043576437,0.2560204063533433,-0.5080762118210207,-0.6487414228205024,13.937862158830484,17.79933539080686,True,150,True,True,1,False,0.42468503342377106,0.018658942646006885,False,True,21.136048555374146
normalized,normalized_00023,23,0.42468443043576437,0.2560204063533433,-0.5888110466935251,-0.639206610936651,6.499855035539229,7.056169383529399,True,150,True,False,5,False,0.4246834815771294,0.34200915463107,True,False,23.011536836624146
q12,q12_00025,25,0.6878338511058234,0.3325398470083344,-0.6303063765526288,-0.6553050324780773,29.41844719075347,30.496182794260903,True,150,True,True,1,False,0.6878334543362327,0.009327834387519463,False,True,20.709649324417114
normalized,normalized_00025,25,0.6878338511058234,0.3325398470083344,-0.7571964432793148,-0.6635185737371533,17.080261511574427,14.967168944053356,True,150,True,True,1,False,0.6084173458833927,0.2084024995539887,True,False,23.11471438407898
q12,q12_00026,26,0.6757995766256756,0.3684482051282947,-0.6667463509166024,-0.6510065848140427,29.60739345077706,28.851847822072337,True,150,True,True,1,False,0.6757995459991242,0.010336085704852642,False,True,22.93269968032837
normalized,normalized_00026,26,0.6757995766256756,0.3684482051282947,-0.757897361242873,-0.6829979735195203,16.619925928672497,14.977895395300699,True,150,True,False,2,False,0.6181565840695242,0.19902612269049855,True,False,22.175926685333252
q12,q12_00029,29,0.3180909155642152,0.19759909922897934,0.0023419321209457032,0.0014160559323511033,0.6837394774301507,0.413425022788459,True,150,True,False,4,False,0.3180906345999531,1.8012607040913418,True,False,19.402320861816406
