iterations,volume_fractions,poisson_ratios_v12,poisson_ratios_v21
1,0.378359999999988,0.272068371329798,0.272068371329795
2,0.399974343321545,0.266054201980751,0.266054201980752
3,0.399948558517137,0.289340782324329,0.289340782324323
4,0.399915557805209,0.279182798242628,0.27918279824263
5,0.399911561732679,0.287853822870061,0.287853822870053
6,0.399892781145021,0.283381863163158,0.28338186316316
7,0.399887920944012,0.287740279793289,0.287740279793282
8,0.399873037375667,0.284297711389402,0.284297711389402
9,0.399874216195033,0.286844989159303,0.286844989159293
10,0.399862451481303,0.28301977485531,0.283019774855302
11,0.399866123377437,0.284642808189268,0.28464280818926
12,0.399850528928345,0.27840114927317,0.278401149273156
13,0.399852614185533,0.28091400824012,0.280914008240111
14,0.399824935876919,0.271556341759996,0.271556341759966
15,0.399837399876902,0.27647128464888,0.276471284648839
16,0.39980564192237,0.271840412278286,0.271840412278233
17,0.399838599822932,0.267094690705905,0.267094690705789
18,0.399793019627556,0.271337666145323,0.271337666145251
19,0.399826362429198,0.254144173659359,0.254144173659177
20,0.399763752147496,0.261709062284087,0.261709062283867
21,0.311123677836567,0.243904838096275,0.243904838095937
22,0.237652819086703,0.130509662218354,0.130509662217929
23,0.177047552695378,-0.0292863754119566,-0.029286375411725
24,0.187534513095643,-0.178383798996472,-0.178383798995753
25,0.221582607946308,-0.453312181549907,-0.453312181547701
26,0.265498773352493,-0.555019434656694,-0.555019434655568
27,0.315190779107588,-0.551769197276098,-0.551769197276105
28,0.363634450271548,-0.56135027717624,-0.561350277177005
29,0.399820602083411,-0.561174908709776,-0.561174908707192
30,0.399844158496504,-0.600483032418882,-0.600483032416233
31,0.399869381290316,-0.611462787784984,-0.611462787775145
32,0.399889273152342,-0.63276045905705,-0.632760459039686
33,0.399900584319487,-0.640124064477747,-0.640124064432394
34,0.399901088240858,-0.643962279093515,-0.643962278979702
35,0.39990117398816,-0.648756680239415,-0.648756680160038
36,0.399899714427556,-0.644513479069977,-0.644513478925233
37,0.399899567788142,-0.654028773638071,-0.654028773443238
38,0.399899275508377,-0.658154975906492,-0.658154974970205
39,0.399899806270063,-0.653427995773527,-0.653427994727674
40,0.399899588105691,-0.658567490523793,-0.658567489783866
41,0.399899590152569,-0.65161583537835,-0.65161583447877
42,0.399899592255674,-0.659275763328523,-0.659275762450016
43,0.399899591117529,-0.655520907228512,-0.655520910714219
44,0.399899588733065,-0.662401794077812,-0.662401797328589
45,0.399899585057551,-0.649955699996464,-0.649955703686045
46,0.399899591260562,-0.66385787620002,-0.663857853725749
47,0.399899587122791,-0.651138452959539,-0.65113854353963
48,0.399899587402592,-0.659715945420235,-0.659716073370006
49,0.399899588584455,-0.650955329463286,-0.650955743649285
50,0.399899590743366,-0.662520101794388,-0.662520412657654
51,0.399899586963079,-0.655282969858657,-0.655286758857276
52,0.399899588502482,-0.668946415847391,-0.668948936621536
