sample_id,seed,objective,success,v12,v21,obj_value,n_iters,converged,elapsed_time,error,E0,Emin,ft,max_iter,move,nelx,nely,nu,penal,rmin,save_every,scale_factor,tol_change,tol_obj,verbose,void_size_frac,volfrac,window_size
0,circle,auxetic,True,-0.41053535047802237,-0.4490712210735641,0.5433884336325076,150,True,23.0,,199.0,1e-09,2,150,0.101963,50,50,0.3,3.670371,1.264054,9999,1,0.01,0.05,False,0.338814,0.548526,20
1,circle,auxetic,True,-0.4409790406624961,-0.42297239409899473,0.4398655283945574,150,True,22.75,,199.0,1e-09,2,150,0.133724,50,50,0.3,3.085657,1.178255,9999,1,0.01,0.05,False,0.343195,0.519206,20
2,circle,auxetic,True,-0.306081946443584,-0.3065891308231867,0.4568835814928839,95,True,12.23,,199.0,1e-09,2,150,0.099457,50,50,0.3,3.241414,1.105156,9999,1,0.01,0.05,False,0.313,0.543773,20
3,circle,auxetic,True,-0.3416828061946829,-0.36241781516227767,0.7250450059647442,150,True,21.18,,199.0,1e-09,2,150,0.126238,50,50,0.3,2.899879,1.169402,9999,1,0.01,0.05,False,0.348344,0.575896,20
4,circle,auxetic,True,-0.3808797322802948,-0.36862070581919726,0.7192794132750369,150,True,22.26,,199.0,1e-09,2,150,0.090077,50,50,0.3,2.950799,1.21561,9999,1,0.01,0.05,False,0.286194,0.513147,20
5,circle,auxetic,True,-0.18316312946418456,-0.1815895245405371,0.653485207519436,150,True,21.13,,199.0,1e-09,2,150,0.119339,50,50,0.3,2.605392,1.133382,9999,1,0.01,0.05,False,0.32795,0.510713,20
6,circle,auxetic,True,-0.05961628802682574,-0.059140915657748185,0.7201429391128558,150,True,22.36,,199.0,1e-09,2,150,0.111776,50,50,0.3,2.803088,1.124447,9999,1,0.01,0.05,False,0.284417,0.551233,20
7,circle,auxetic,True,-0.49405831464637523,-0.4873594420625028,0.4305926583620261,150,True,21.63,,199.0,1e-09,2,150,0.07471,50,50,0.3,3.586199,1.114678,9999,1,0.01,0.05,False,0.385693,0.5497,20
8,circle,auxetic,True,-0.39272242728010304,-0.37594868566125783,0.5658366113392446,150,True,22.58,,199.0,1e-09,2,150,0.10797,50,50,0.3,2.971333,1.157142,9999,1,0.01,0.05,False,0.313157,0.507612,20
9,circle,auxetic,True,-0.3701872075865022,-0.3790338550181913,0.626292547331339,150,True,18.4,,199.0,1e-09,2,150,0.105759,50,50,0.3,3.398479,1.256504,9999,1,0.01,0.05,False,0.332132,0.572516,20
10,circle,auxetic,True,-0.41757493569117643,-0.408903017358222,0.3386791872829533,150,True,22.72,,199.0,1e-09,2,150,0.138747,50,50,0.3,3.504017,1.097663,9999,1,0.01,0.05,False,0.311594,0.591242,20
11,circle,auxetic,True,-0.2075674801132089,-0.21067085347084055,0.5864229804268989,150,True,21.65,,199.0,1e-09,2,150,0.122344,50,50,0.3,3.093406,1.085749,9999,1,0.01,0.05,False,0.296048,0.547639,20
12,circle,auxetic,True,0.016663649097472113,0.0166636477065368,0.9021811841435747,150,True,21.9,,199.0,1e-09,2,150,0.081798,50,50,0.3,3.199407,1.229817,9999,1,0.01,0.05,False,0.36812,0.539228,20
13,circle,auxetic,True,-0.4334877809061599,-0.43693429807236445,0.45910626895822293,150,True,21.51,,199.0,1e-09,2,150,0.078615,50,50,0.3,2.871218,1.129154,9999,1,0.01,0.05,False,0.379013,0.519312,20
14,circle,auxetic,True,-0.17858442686228368,-0.17762761801306012,0.7230692668310537,150,True,23.09,,199.0,1e-09,2,150,0.109039,50,50,0.3,2.822957,1.248793,9999,1,0.01,0.05,False,0.296928,0.56386,20
15,circle,auxetic,True,-0.3881132017726533,-0.37510173108599254,0.6030357333711656,150,True,22.92,,199.0,1e-09,2,150,0.128894,50,50,0.3,2.646739,1.246404,9999,1,0.01,0.05,False,0.302676,0.555898,20
16,circle,auxetic,True,-0.46690901846923255,-0.4605432372940955,0.5998687274573645,150,True,14.97,,199.0,1e-09,2,150,0.153764,50,50,0.3,2.884564,1.233628,9999,1,0.01,0.05,False,0.362409,0.568459,20
17,circle,auxetic,True,-0.48058121189833836,-0.47569757452328376,0.4776491030512565,150,True,20.59,,199.0,1e-09,2,150,0.120575,50,50,0.3,3.473516,1.164307,9999,1,0.01,0.05,False,0.289921,0.578819,20
18,circle,auxetic,True,-0.4280569099234593,-0.4022836942595222,0.381012591491111,150,True,18.8,,199.0,1e-09,2,150,0.11467,50,50,0.3,3.614756,1.088374,9999,1,0.01,0.05,False,0.378539,0.571898,20
19,circle,auxetic,True,-0.47185025616068216,-0.47874493048945715,0.4253476355491095,150,True,20.63,,199.0,1e-09,2,150,0.130138,50,50,0.3,2.788837,1.121167,9999,1,0.01,0.05,False,0.332684,0.511869,20
20,circle,auxetic,True,-0.4275268250792596,-0.4285498507114062,0.5382039137276008,150,True,20.84,,199.0,1e-09,2,150,0.115356,50,50,0.3,3.6927,1.191635,9999,1,0.01,0.05,False,0.348193,0.578296,20
21,circle,auxetic,True,-0.2520940137526468,-0.2275438715773373,0.6362140352624841,145,True,19.78,,199.0,1e-09,2,150,0.101484,50,50,0.3,3.25791,1.206679,9999,1,0.01,0.05,False,0.360337,0.55219,20
22,circle,auxetic,True,-0.3226574125507069,-0.31792786767110753,0.5523501711322729,150,True,20.65,,199.0,1e-09,2,150,0.1108,50,50,0.3,2.938653,1.154763,9999,1,0.01,0.05,False,0.290806,0.577411,20
23,circle,auxetic,True,-0.3599053619538774,-0.3721677577039886,0.44116917208626794,124,True,16.62,,199.0,1e-09,2,150,0.090605,50,50,0.3,2.634481,1.145813,9999,1,0.01,0.05,False,0.325979,0.579891,20
24,circle,auxetic,True,-0.3339943715919507,-0.32829887366153415,0.5910791758850962,109,True,17.21,,199.0,1e-09,2,150,0.137501,50,50,0.3,3.594467,1.195819,9999,1,0.01,0.05,False,0.306365,0.529354,20
25,circle,auxetic,True,-0.44133052930058886,-0.44364288979753114,0.5711049891152732,150,True,21.47,,199.0,1e-09,2,150,0.106626,50,50,0.3,2.661541,1.180224,9999,1,0.01,0.05,False,0.352141,0.502652,20
26,circle,auxetic,True,-0.446186668147668,-0.4946559909602143,0.5482508197503176,150,True,21.88,,199.0,1e-09,2,150,0.104832,50,50,0.3,3.648218,1.272257,9999,1,0.01,0.05,False,0.305021,0.533363,20
27,circle,auxetic,True,-0.4937258084985323,-0.4677403988376208,0.8191876038014386,150,True,23.31,,199.0,1e-09,2,150,0.079091,50,50,0.3,2.557169,1.101734,9999,1,0.01,0.05,False,0.349921,0.559223,20
28,circle,auxetic,True,-0.41014098813759353,-0.4159447513632515,0.3969310173434585,106,True,15.78,,199.0,1e-09,2,150,0.093048,50,50,0.3,2.616948,1.11133,9999,1,0.01,0.05,False,0.340279,0.500808,20
29,circle,auxetic,True,-0.2356156464781937,-0.2356890908564989,0.5811672724971387,150,True,23.15,,199.0,1e-09,2,150,0.102704,50,50,0.3,2.990489,1.17088,9999,1,0.01,0.05,False,0.31515,0.583967,20
