sample_id,seed,objective,success,v12,v21,obj_value,n_iters,converged,elapsed_time,error,E0,Emin,ft,max_iter,move,nelx,nely,nu,penal,rmin,save_every,scale_factor,tol_change,tol_obj,verbose,void_size_frac,volfrac,window_size
0,circle,auxetic,True,-0.39846524499186037,-0.4034630932225305,0.9078474787655707,150,True,49.95,,199.0,1e-09,2,150,0.231317,50,50,0.3,4.933098,2.443186,9999,1,0.01,0.05,False,0.400221,0.613838,20
1,circle,auxetic,True,3.214699359769191e-05,3.235548369000134e-05,0.8413833821152656,150,True,37.44,,199.0,1e-09,2,150,0.090492,50,50,0.3,2.360669,1.136855,9999,1,0.01,0.05,False,0.332027,0.456512,20
2,circle,auxetic,True,-0.08316637496780716,-0.08737530169892982,0.8441559344914054,150,True,46.84,,199.0,1e-09,2,150,0.135583,50,50,0.3,3.794045,1.822036,9999,1,0.01,0.05,False,0.534673,0.547052,20
3,circle,auxetic,True,-0.292183026472024,-0.2921829810205816,0.5644070310796624,150,True,46.2,,199.0,1e-09,2,150,0.192411,50,50,0.3,3.471982,1.640818,9999,1,0.01,0.05,False,0.314621,0.639513,20
4,circle,auxetic,True,-0.1280700957469051,-0.12807009574703476,0.9017824974019164,150,True,44.23,,199.0,1e-09,2,150,0.162539,50,50,0.3,4.18031,1.316155,9999,1,0.01,0.05,False,0.258434,0.671054,20
5,circle,auxetic,True,-0.21926737708204172,-0.2149761114772141,0.8708833117945827,150,True,45.67,,199.0,1e-09,2,150,0.109224,50,50,0.3,3.107509,2.247405,9999,1,0.01,0.05,False,0.478502,0.515621,20
6,circle,auxetic,True,0.06078583661093398,0.06078112469555165,0.9798738954167132,150,True,48.58,,199.0,1e-09,2,150,0.06685,50,50,0.3,4.546658,1.468475,9999,1,0.01,0.05,False,0.38818,0.488058,20
7,circle,auxetic,True,-0.18693743233098278,-0.19427877485332407,0.7884634608377271,150,True,47.1,,199.0,1e-09,2,150,0.211193,50,50,0.3,2.724956,2.024774,9999,1,0.01,0.05,False,0.456427,0.58241,20
8,circle,auxetic,True,-0.36546642441834426,-0.3625950755244971,0.6879038757841971,150,True,45.52,,199.0,1e-09,2,150,0.219353,50,50,0.3,3.674466,1.555234,9999,1,0.01,0.05,False,0.510425,0.478989,20
9,circle,auxetic,True,-0.28695378329085586,-0.29840281867028867,0.6837106933066914,150,True,50.03,,199.0,1e-09,2,150,0.052368,50,50,0.3,3.247278,2.124004,9999,1,0.01,0.05,False,0.282766,0.63433,20
10,circle,auxetic,True,-0.2554386427212275,-0.2554386427258122,0.5875140696834351,150,True,36.36,,199.0,1e-09,2,150,0.122927,50,50,0.3,4.786053,1.215435,9999,1,0.01,0.05,False,0.452593,0.661958,20
11,circle,auxetic,True,-0.27080800530680055,-0.2658272247997392,0.5647290021267142,150,True,38.78,,199.0,1e-09,2,150,0.155159,50,50,0.3,2.107767,2.159116,9999,1,0.01,0.05,False,0.373259,0.567575,20
12,circle,auxetic,True,-0.3745501685974799,-0.3777080645778975,0.888971101159169,129,True,38.76,,199.0,1e-09,2,150,0.175682,50,50,0.3,4.421586,1.92272,9999,1,0.01,0.05,False,0.354556,0.536144,20
