Iteration,Poisson_v12,Poisson_v21,Objective,Volume_Fraction
0,nan,nan,nan,0.878000
1,0.382641,0.382641,83.900964,0.790200
2,0.445035,0.445035,104.388860,0.702400
3,0.445035,0.445035,122.781430,0.614600
4,0.445035,0.445035,138.177650,0.526800
5,0.445035,0.445035,150.365377,0.466433
6,0.348279,0.348279,157.595404,0.466433
7,0.160687,0.160687,149.044474,0.466433
8,0.160204,0.160204,132.101396,0.466433
9,0.182904,0.182904,111.981483,0.466433
10,0.187632,0.187632,95.051799,0.466434
11,0.182626,0.182626,85.063402,0.466434
12,0.181866,0.181866,82.684851,0.466434
13,0.182645,0.182645,81.461754,0.466433
14,0.183839,0.183839,80.692958,0.466434
15,0.184390,0.184390,80.317005,0.466433
16,0.185175,0.185175,79.933885,0.466433
17,0.186025,0.186025,79.597710,0.466433
18,0.187069,0.187069,79.220247,0.466432
19,0.188115,0.188115,78.851082,0.466433
20,0.189002,0.189002,78.560206,0.466433
21,0.189908,0.189908,78.273814,0.466433
22,0.190853,0.190853,77.984205,0.466433
23,0.191859,0.191859,77.686319,0.466433
24,0.193031,0.193031,77.336495,0.466433
25,0.194389,0.194389,76.931086,0.466433
26,0.195750,0.195750,76.533299,0.466433
27,0.197330,0.197330,76.073202,0.466433
28,0.199098,0.199098,75.561863,0.466433
29,0.199858,0.199858,75.298009,0.466432
30,0.200487,0.200487,75.088955,0.466433
31,0.201092,0.201092,74.891903,0.466433
32,0.201628,0.201628,74.725033,0.466434
33,0.202053,0.202053,74.606150,0.466433
34,0.202585,0.202585,74.459407,0.466432
35,0.203251,0.203251,74.276241,0.466432
36,0.204119,0.204119,74.040630,0.466432
37,0.205246,0.205246,73.737448,0.466433
38,0.206430,0.206430,73.414586,0.466433
39,0.207633,0.207633,73.080471,0.466434
40,0.208852,0.208852,72.735094,0.466433
41,0.210044,0.210044,72.390312,0.466433
42,0.210237,0.210237,72.322985,0.466434
