batch,seed,sample_id,image_path,v12,v21,volfrac_achieved,obj_value,converged,volfrac,penal,rmin,move,void_size_frac,n_components,is_connected,degenerate,solid_frac
3,four_circle,513,outputs/multi_batch/batch_3/four_circle/sample_0513/iteration_00150.png,-0.2210561996180315,-0.2270102770721737,0.490107,0.8331656809636458,True,0.490108,4.56406,2.293209,0.121341,0.527512,3,False,False,0.496337890625
3,four_circle,515,outputs/multi_batch/batch_3/four_circle/sample_0515/iteration_00090.png,0.0330014198877251,0.0379388145617854,0.411556,1.4235901648612148,True,0.585661,3.877058,1.950937,0.18422,0.454982,3,False,False,0.416748046875
3,four_circle,518,outputs/multi_batch/batch_3/four_circle/sample_0518/iteration_00150.png,-0.2667668060591634,-0.2846306610344403,0.462747,0.9000404132773908,True,0.462748,2.735722,1.818607,0.142316,0.480982,2,False,False,0.46875
3,four_circle,525,outputs/multi_batch/batch_3/four_circle/sample_0525/iteration_00150.png,-0.2892568539885473,-0.2795346673544117,0.631771,0.5359300626942928,True,0.63177,4.745723,2.085234,0.054949,0.286792,3,False,False,0.637939453125
3,four_circle,527,outputs/multi_batch/batch_3/four_circle/sample_0527/iteration_00150.png,-0.1300137568088935,-0.12886606055472,0.456854,1.2775550384157612,True,0.475242,3.695422,2.170608,0.242804,0.359278,2,False,False,0.4609375
3,four_circle,529,outputs/multi_batch/batch_3/four_circle/sample_0529/iteration_00150.png,-0.1752094943395233,-0.1521918987370828,0.567128,1.13639336731303,True,0.567128,3.785552,1.929629,0.112495,0.291894,2,False,False,0.57568359375
3,four_circle,530,outputs/multi_batch/batch_3/four_circle/sample_0530/iteration_00122.png,-0.302089040570369,-0.301662241430149,0.487848,0.642076318582616,True,0.487849,2.543742,1.535833,0.05665,0.410615,3,False,False,0.48974609375
3,four_circle,533,outputs/multi_batch/batch_3/four_circle/sample_0533/iteration_00150.png,-0.1470610529693568,-0.1829231782627175,0.38527,1.2473846124743102,True,0.4528,4.371714,1.072938,0.079664,0.438505,4,False,False,0.387939453125
3,four_circle,540,outputs/multi_batch/batch_3/four_circle/sample_0540/iteration_00150.png,-0.2355266913782194,-0.2338518471392399,0.447222,1.066171098456776,True,0.471526,3.172239,1.375353,0.178992,0.316217,2,False,False,0.44921875
3,four_circle,544,outputs/multi_batch/batch_3/four_circle/sample_0544/iteration_00150.png,-0.3094359163071868,-0.2878555168821929,0.469368,0.9675019200291276,True,0.491264,2.725065,1.309021,0.225753,0.344079,4,False,False,0.473876953125
3,four_circle,547,outputs/multi_batch/batch_3/four_circle/sample_0547/iteration_00150.png,-0.1569521036265828,-0.1581046040406305,0.5486,0.9858823139607936,True,0.570547,3.639367,2.414481,0.180896,0.544099,2,False,False,0.5595703125
3,four_circle,548,outputs/multi_batch/batch_3/four_circle/sample_0548/iteration_00150.png,-0.286533643576789,-0.2734672845801777,0.539996,0.8769667506795179,True,0.543199,3.311052,1.975035,0.158547,0.497429,3,False,False,0.546142578125
3,four_circle,549,outputs/multi_batch/batch_3/four_circle/sample_0549/iteration_00150.png,-0.4018765927234235,-0.4169764881928772,0.495203,1.2558558700168851,True,0.619579,3.912886,1.17146,0.09771,0.319983,2,False,False,0.5009765625
3,four_circle,557,outputs/multi_batch/batch_3/four_circle/sample_0557/iteration_00124.png,-0.2047903193221074,-0.2062358024280636,0.523959,0.7797346903556619,True,0.523958,4.26782,2.371693,0.057871,0.338446,3,False,False,0.528076171875
