batch,seed,sample_id,image_path,v12,v21,volfrac_achieved,obj_value,converged,volfrac,penal,rmin,move,void_size_frac,n_components,is_connected,degenerate,solid_frac,n_iters,max_iter,hit_cap,osc_score,osc_unstable
2,square,490,outputs/multi_batch/batch_2/square/sample_0490/iteration_00150.png,-0.1287465478042792,-0.1720999143110213,0.518835,0.951696527389962,True,0.518835,4.699465,2.137163,0.06802,0.542437,2,False,False,0.519775390625,150,150,True,0.012360830090890928,False
2,square,492,outputs/multi_batch/batch_2/square/sample_0492/iteration_00150.png,-0.3699621866332398,-0.3882402795421661,0.542386,1.2017316763456096,True,0.691431,4.564923,1.314652,0.177928,0.282965,3,False,False,0.55126953125,150,150,True,0.08852008133215147,False
2,square,495,outputs/multi_batch/batch_2/square/sample_0495/iteration_00150.png,-0.2391076185471538,-0.2103429263619144,0.543537,1.046998702355345,True,0.583094,3.00622,2.383582,0.210344,0.451893,2,False,False,0.5576171875,150,150,True,0.004711748208164636,False
2,square,496,outputs/multi_batch/batch_2/square/sample_0496/iteration_00150.png,-0.4298673711415009,-0.4272593991908365,0.537967,0.5270928866914687,True,0.537967,3.528161,1.105505,0.202408,0.319666,3,False,False,0.5439453125,150,150,True,0.003029730360962773,False
2,square,498,outputs/multi_batch/batch_2/square/sample_0498/iteration_00150.png,-0.3755656378738045,-0.3607737307150244,0.579716,1.2342492313276054,True,0.625048,4.528074,1.519042,0.08704,0.350923,2,False,False,0.585693359375,150,150,True,0.2997018726446674,True
2,square,500,outputs/multi_batch/batch_2/square/sample_0500/iteration_00150.png,-0.2153994209407842,-0.2112695533538881,0.452421,0.8499757742653425,True,0.452421,4.756822,2.026614,0.1717,0.460591,1,True,False,0.466796875,150,150,True,0.24522426686697954,True
2,square,502,outputs/multi_batch/batch_2/square/sample_0502/iteration_00150.png,-0.1300959244872069,-0.1300959244873202,0.622355,0.871483986789553,True,0.679824,4.236908,2.345497,0.143538,0.511146,1,True,False,0.63037109375,150,150,True,0.22916365553184428,True
2,square,503,outputs/multi_batch/batch_2/square/sample_0503/iteration_00150.png,-0.2123754558498486,-0.2123754557451506,0.564611,0.7015597811845415,True,0.572112,3.17467,1.695241,0.241615,0.254528,2,False,False,0.5654296875,150,150,True,0.04457092756685282,False
2,square,505,outputs/multi_batch/batch_2/square/sample_0505/iteration_00150.png,-0.07039338757349,-0.0642505628360163,0.521329,1.0119946973400389,True,0.52133,2.272594,1.640108,0.131466,0.440276,2,False,False,0.53466796875,150,150,True,0.008652396279749716,False
2,square,507,outputs/multi_batch/batch_2/square/sample_0507/iteration_00150.png,-0.1357036763092889,-0.1357036763094019,0.600209,0.6712169878399747,True,0.606397,2.780731,1.232415,0.153305,0.492809,1,True,False,0.600341796875,150,150,True,0.19989137650111635,True
2,square,508,outputs/multi_batch/batch_2/square/sample_0508/iteration_00150.png,-0.1123148933673934,-0.1123148933673071,0.5757,0.7334684200420144,True,0.582079,3.930912,1.392863,0.189391,0.540175,1,True,False,0.57861328125,150,150,True,0.2474216580721936,True
2,square,511,outputs/multi_batch/batch_2/square/sample_0511/iteration_00150.png,0.0131724805721826,0.0131724805721892,0.68631,0.9547419296423116,True,0.692492,2.513052,1.905973,0.222587,0.334323,1,True,False,0.705322265625,150,150,True,3.3542877805902487,True
2,square,512,outputs/multi_batch/batch_2/square/sample_0512/iteration_00150.png,0.0545014592809452,0.0551770356735119,0.459452,1.1168005504048235,True,0.459452,4.019434,2.162886,0.219919,0.258748,2,False,False,0.46826171875,150,150,True,0.10688762182114488,False
2,square,514,outputs/multi_batch/batch_2/square/sample_0514/iteration_00150.png,-0.3261119395613625,-0.3789109496430222,0.578637,1.0792790195852875,True,0.669246,4.924493,1.825528,0.091416,0.374343,2,False,False,0.587646484375,150,150,True,0.013671372541680323,False
2,square,515,outputs/multi_batch/batch_2/square/sample_0515/iteration_00132.png,-0.3193108004323439,-0.3083209662390958,0.513254,0.7488801678842815,True,0.566081,2.413891,1.1869,0.193743,0.464591,2,False,False,0.519775390625,132,150,False,0.0045579350115996465,False
2,square,516,outputs/multi_batch/batch_2/square/sample_0516/iteration_00150.png,-0.40574738932715,-0.4233202571352925,0.529853,0.7363353988738813,True,0.529853,4.309127,1.722255,0.151308,0.418393,2,False,False,0.535400390625,150,150,True,0.0008581575063270385,False
2,square,517,outputs/multi_batch/batch_2/square/sample_0517/iteration_00150.png,-0.2706396087108567,-0.2706396087109916,0.593017,0.7605456279055242,True,0.644919,2.373019,2.360976,0.052595,0.346921,2,False,False,0.60498046875,150,150,True,0.016514222015517527,False
2,square,522,outputs/multi_batch/batch_2/square/sample_0522/iteration_00150.png,-0.238961899525247,-0.2346848681006637,0.549383,0.97061730238609,True,0.549383,4.138139,1.56751,0.072406,0.304138,2,False,False,0.553466796875,150,150,True,0.02359746830653589,False
2,square,523,outputs/multi_batch/batch_2/square/sample_0523/iteration_00150.png,-0.083522588184393,-0.0835225881844537,0.562206,0.991859482923448,True,0.687887,3.273467,2.428881,0.173684,0.53502,1,True,False,0.562255859375,150,150,True,0.19474375540628572,True
2,square,524,outputs/multi_batch/batch_2/square/sample_0524/iteration_00150.png,-0.0875338377396041,-0.0875338377396327,0.618569,0.799031853095085,True,0.657525,3.62824,1.887577,0.181255,0.488589,1,True,False,0.62744140625,150,150,True,0.31841859095808583,True
2,square,525,outputs/multi_batch/batch_2/square/sample_0525/iteration_00150.png,-0.2740869244245301,-0.2831526832115976,0.515298,0.6319501158606701,True,0.515299,2.939623,1.026298,0.083592,0.276501,4,False,False,0.5166015625,150,150,True,0.055987350162287716,False
2,square,527,outputs/multi_batch/batch_2/square/sample_0527/iteration_00150.png,-0.0555110336761231,-0.064872523181583,0.526111,1.198042601777237,True,0.617914,2.069755,1.462345,0.205088,0.395246,6,False,False,0.526123046875,150,150,True,0.030872693694792452,False
2,square,532,outputs/multi_batch/batch_2/square/sample_0532/iteration_00150.png,-0.0032318514297103,-0.0029227624091038,0.482971,0.9102314994304752,True,0.48297,4.1922,1.081962,0.162867,0.367249,1,True,False,0.483154296875,150,150,True,1.7984634123489174,True
2,square,535,outputs/multi_batch/batch_2/square/sample_0535/iteration_00150.png,-0.1979005986969971,-0.1988235587851098,0.542479,0.7887225909288457,True,0.54248,2.610289,2.244706,0.249202,0.498897,1,True,False,0.5517578125,150,150,True,0.3377853192647756,True
2,square,536,outputs/multi_batch/batch_2/square/sample_0536/iteration_00150.png,0.0605198545696311,0.0605198545682458,0.697005,1.1010960260491438,True,0.697004,3.848041,1.54458,0.225802,0.44791,1,True,False,0.7509765625,150,150,True,1.5730568744464286,True
2,square,540,outputs/multi_batch/batch_2/square/sample_0540/iteration_00150.png,-0.1513297245101301,-0.1499585995194559,0.610673,0.8319677165860069,True,0.610673,4.870158,2.322891,0.195182,0.287669,2,False,False,0.620361328125,150,150,True,0.029923811218131143,False
2,square,544,outputs/multi_batch/batch_2/square/sample_0544/iteration_00150.png,-0.3286496000110068,-0.3342983720161908,0.603905,0.6542237156235126,True,0.603905,3.71771,1.970571,0.216135,0.389357,4,False,False,0.60791015625,150,150,True,0.034821256822440326,False
2,square,545,outputs/multi_batch/batch_2/square/sample_0545/iteration_00150.png,-0.2916297236592411,-0.3546082023233593,0.461494,1.2407996813632964,True,0.461495,2.847269,1.320132,0.117461,0.451481,3,False,False,0.474853515625,150,150,True,0.026867119418461687,False
2,square,547,outputs/multi_batch/batch_2/square/sample_0547/iteration_00150.png,-0.2562578685302574,-0.2562578685305169,0.574567,0.6684160111544515,True,0.671593,2.346496,1.727801,0.195427,0.482627,2,False,False,0.576416015625,150,150,True,0.017798804166923553,False
2,square,549,outputs/multi_batch/batch_2/square/sample_0549/iteration_00150.png,-0.2147056611123257,-0.2306743602579607,0.531712,0.7097561600426744,True,0.531712,2.387657,1.81789,0.061359,0.291203,2,False,False,0.541015625,150,150,True,0.006002985792779681,False
2,square,550,outputs/multi_batch/batch_2/square/sample_0550/iteration_00150.png,-0.4174728435141803,-0.3938160523846071,0.49381,0.7747200827487603,True,0.493809,4.040109,1.480579,0.125027,0.422567,2,False,False,0.49951171875,150,150,True,0.03827111176777095,False
2,square,555,outputs/multi_batch/batch_2/square/sample_0555/iteration_00150.png,-0.3595452120557728,-0.3770011000450377,0.551242,0.6835188680520837,True,0.551243,2.965861,1.844095,0.165261,0.403129,2,False,False,0.555908203125,150,150,True,0.000895734556413162,False
2,square,556,outputs/multi_batch/batch_2/square/sample_0556/iteration_00150.png,-0.3191615876177158,-0.3714307971712627,0.513191,1.2663862102312349,True,0.513191,4.11165,2.433557,0.179571,0.467989,2,False,False,0.521240234375,150,150,True,0.11957990971368915,False
2,square,557,outputs/multi_batch/batch_2/square/sample_0557/iteration_00150.png,-0.3122674871001061,-0.2828018758433374,0.631141,0.8063212648589119,True,0.659874,3.299987,1.607525,0.080588,0.370709,2,False,False,0.63720703125,150,150,True,0.002005858126196828,False
2,square,563,outputs/multi_batch/batch_2/square/sample_0563/iteration_00150.png,-0.4422281435397778,-0.4746899388816165,0.593003,0.4882950409783149,True,0.593491,3.16655,1.061734,0.18433,0.303021,4,False,False,0.6025390625,150,150,True,0.0015466751564456077,False
2,square,564,outputs/multi_batch/batch_2/square/sample_0564/iteration_00150.png,0.0981540992276696,0.0966809889333856,0.627698,1.4189393195745192,True,0.627698,3.568187,1.64561,0.173145,0.275275,4,False,False,0.65185546875,150,150,True,0.06634367602877456,False
2,square,567,outputs/multi_batch/batch_2/square/sample_0567/iteration_00150.png,-0.2454068649149577,-0.2454068649158682,0.622906,0.5468662650347886,True,0.647778,2.126855,2.076611,0.23995,0.444497,2,False,False,0.626220703125,150,150,True,0.02806170935143557,False
2,square,569,outputs/multi_batch/batch_2/square/sample_0569/iteration_00150.png,0.0772657260481427,0.0772657260481434,0.669067,1.3447923966478543,True,0.698558,3.425877,2.008657,0.136036,0.255251,5,False,False,0.665771484375,150,150,True,0.19277372726275624,True
2,square,571,outputs/multi_batch/batch_2/square/sample_0571/iteration_00150.png,0.011236451294081,0.0136053150497395,0.46085,1.5257202723326369,True,0.47311,2.520819,2.351689,0.151844,0.373152,2,False,False,0.47021484375,150,150,True,1.6405844679260766,True
2,square,573,outputs/multi_batch/batch_2/square/sample_0573/iteration_00150.png,-0.3078477740207072,-0.3078476498231727,0.595535,0.4402408566652127,True,0.613022,2.198685,1.099976,0.092932,0.414932,2,False,False,0.5947265625,150,150,True,0.006123374537801369,False
2,square,576,outputs/multi_batch/batch_2/square/sample_0576/iteration_00150.png,-0.3301685501736113,-0.3713955620671917,0.612383,0.5757589984841833,True,0.635674,4.282093,1.04352,0.224297,0.439049,3,False,False,0.614013671875,150,150,True,0.030702534323434272,False
2,square,578,outputs/multi_batch/batch_2/square/sample_0578/iteration_00150.png,-0.1775759956010006,-0.2039148154544898,0.522476,1.0546288525229153,True,0.535012,3.773955,1.456887,0.090154,0.489348,3,False,False,0.526123046875,150,150,True,0.018383882898390016,False
2,square,579,outputs/multi_batch/batch_2/square/sample_0579/iteration_00150.png,-0.082505680059598,-0.0825056800596595,0.577682,0.907764160344182,True,0.638787,2.911119,2.306631,0.188755,0.270193,1,True,False,0.574951171875,150,150,True,0.19740747536454006,True
2,square,581,outputs/multi_batch/batch_2/square/sample_0581/iteration_00150.png,-0.2949901557255168,-0.2885554276125727,0.552362,0.536673909699121,True,0.559453,3.326902,1.242423,0.054068,0.536604,2,False,False,0.54931640625,150,150,True,0.001551552355173615,False
2,square,584,outputs/multi_batch/batch_2/square/sample_0584/iteration_00150.png,-0.1697846782025101,-0.1890474850971462,0.507999,0.880764185058704,True,0.507999,3.655631,2.378885,0.242739,0.518926,1,True,False,0.51806640625,150,150,True,0.3824073773759216,True
2,square,585,outputs/multi_batch/batch_2/square/sample_0585/iteration_00150.png,-0.1379296226157346,-0.1686630003887386,0.429619,1.5568822086402778,True,0.61916,3.026529,1.705009,0.140852,0.316206,4,False,False,0.430419921875,150,150,True,0.00358346056300706,False
2,square,587,outputs/multi_batch/batch_2/square/sample_0587/iteration_00150.png,-0.2682894062298885,-0.2777468411283033,0.51266,1.0661452743026962,True,0.516483,2.026616,1.297514,0.168916,0.349695,3,False,False,0.521728515625,150,150,True,0.0025283603954653626,False
2,square,596,outputs/multi_batch/batch_2/square/sample_0596/iteration_00150.png,-0.1512399843920933,-0.1522858360044684,0.596783,0.8103192332873803,True,0.596783,4.507788,2.200592,0.167282,0.477527,2,False,False,0.603271484375,150,150,True,0.039572994408992826,False
2,square,599,outputs/multi_batch/batch_2/square/sample_0599/iteration_00150.png,-0.3432134824559705,-0.3432134824563957,0.638503,0.4636175476211652,True,0.677777,3.066307,1.125709,0.244227,0.383892,1,True,False,0.632568359375,150,150,True,0.16283822524525018,True
3,grid_circular_voids,0,outputs/multi_batch/batch_3/grid_circular_voids/sample_0000/iteration_00110.png,-0.3967671678296655,-0.3738903776645778,0.491241,0.4390800899722161,True,0.491241,3.027231,1.183285,0.188298,0.29691,2,False,False,0.498046875,110,150,False,0.020437230728668123,False
3,grid_circular_voids,1,outputs/multi_batch/batch_3/grid_circular_voids/sample_0001/iteration_00150.png,-0.3132206000285941,-0.2985952677670919,0.624146,0.5236479588865401,True,0.624145,3.58891,1.921565,0.118075,0.519603,2,False,False,0.6328125,150,150,True,0.00021005748891552245,False
3,grid_circular_voids,2,outputs/multi_batch/batch_3/grid_circular_voids/sample_0002/iteration_00150.png,-0.2887409043091085,-0.2887409043092493,0.643758,0.6793424532710741,True,0.686417,2.62568,1.488951,0.093929,0.330807,6,False,False,0.64453125,150,150,True,0.0017375414306910312,False
3,grid_circular_voids,3,outputs/multi_batch/batch_3/grid_circular_voids/sample_0003/iteration_00103.png,-0.2813590431119898,-0.2902294792575332,0.554002,0.7419405187492555,True,0.554002,4.687726,2.227231,0.223529,0.412875,2,False,False,0.5634765625,103,150,False,0.0032533299179873534,False
3,grid_circular_voids,4,outputs/multi_batch/batch_3/grid_circular_voids/sample_0004/iteration_00095.png,-0.3010166268769843,-0.3037147268082222,0.529975,0.5163173622270336,True,0.529974,2.293351,1.962654,0.239622,0.444086,2,False,False,0.533447265625,95,150,False,0.009135575879237169,False
3,grid_circular_voids,6,outputs/multi_batch/batch_3/grid_circular_voids/sample_0006/iteration_00150.png,-0.3032316487302152,-0.2885867379336553,0.584554,0.6139503834842144,True,0.584554,3.450395,2.362298,0.14651,0.48605,2,False,False,0.59375,150,150,True,0.0030554105954922303,False
3,grid_circular_voids,9,outputs/multi_batch/batch_3/grid_circular_voids/sample_0009/iteration_00150.png,-0.3362162616651193,-0.3544328267841953,0.506063,0.6916312795126115,True,0.506063,4.855562,1.659464,0.135766,0.468238,2,False,False,0.511474609375,150,150,True,0.001504170959264943,False
3,grid_circular_voids,10,outputs/multi_batch/batch_3/grid_circular_voids/sample_0010/iteration_00150.png,-0.3013096566398369,-0.3356379605685415,0.568336,0.4656667268552062,True,0.568335,2.766056,2.117521,0.052245,0.279013,2,False,False,0.5703125,150,150,True,0.009233647184236278,False
3,grid_circular_voids,11,outputs/multi_batch/batch_3/grid_circular_voids/sample_0011/iteration_00150.png,-0.4283186295519736,-0.4283186295520985,0.643971,0.3759892794705797,True,0.669989,3.703646,1.3558,0.228885,0.501705,2,False,False,0.652099609375,150,150,True,0.013646610844879947,False
3,grid_circular_voids,13,outputs/multi_batch/batch_3/grid_circular_voids/sample_0013/iteration_00150.png,-0.3431714818110683,-0.3551359734553296,0.515153,0.6533795386034381,True,0.515153,4.215433,2.192412,0.086295,0.315203,2,False,False,0.52197265625,150,150,True,0.015314906064911106,False
3,grid_circular_voids,14,outputs/multi_batch/batch_3/grid_circular_voids/sample_0014/iteration_00150.png,-0.2561156943739122,-0.2569800817947662,0.452879,0.4383378977709184,True,0.45288,2.187439,1.033419,0.101115,0.425015,5,False,False,0.45361328125,150,150,True,0.013080905263642618,False
3,grid_circular_voids,15,outputs/multi_batch/batch_3/grid_circular_voids/sample_0015/iteration_00150.png,-0.3426949924869893,-0.3396924350803728,0.600982,0.5010501266034535,True,0.600983,4.622109,1.795137,0.180695,0.357009,3,False,False,0.606689453125,150,150,True,0.003975440547199365,False
3,grid_circular_voids,16,outputs/multi_batch/batch_3/grid_circular_voids/sample_0016/iteration_00138.png,-0.3408658297516289,-0.3387038907199321,0.548744,0.3683985975122178,True,0.548744,2.021241,1.726477,0.184281,0.480992,2,False,False,0.552490234375,138,150,False,0.0004211683913121662,False
3,grid_circular_voids,17,outputs/multi_batch/batch_3/grid_circular_voids/sample_0017/iteration_00140.png,-0.2928494760000955,-0.3077143978063504,0.697517,0.5697201463842171,True,0.697517,4.460135,2.464759,0.110762,0.262986,2,False,False,0.70654296875,140,150,False,0.0006668950895765113,False
3,grid_circular_voids,18,outputs/multi_batch/batch_3/grid_circular_voids/sample_0018/iteration_00150.png,-0.4588687541739951,-0.4591916130636151,0.622214,0.2656313342013754,True,0.634759,3.161439,1.326866,0.07724,0.449144,2,False,False,0.62109375,150,150,True,0.0016853712062702454,False
3,grid_circular_voids,19,outputs/multi_batch/batch_3/grid_circular_voids/sample_0019/iteration_00113.png,-0.3354934489409627,-0.3342032920122235,0.486473,0.8469992610729985,True,0.486473,4.099233,2.06515,0.203886,0.371764,2,False,False,0.491455078125,113,150,False,0.005576651189698033,False
3,grid_circular_voids,21,outputs/multi_batch/batch_3/grid_circular_voids/sample_0021/iteration_00150.png,-0.4262530551213095,-0.4211643610626147,0.581512,0.5419744140849223,True,0.581511,3.866857,1.392246,0.061294,0.407679,3,False,False,0.582275390625,150,150,True,0.012250852452237955,False
3,grid_circular_voids,22,outputs/multi_batch/batch_3/grid_circular_voids/sample_0022/iteration_00150.png,-0.2744894186542597,-0.2780143035898733,0.64427,0.4830969202084801,True,0.64427,2.535969,1.824803,0.126113,0.292731,3,False,False,0.647705078125,150,150,True,0.008177220836657615,False
3,grid_circular_voids,25,outputs/multi_batch/batch_3/grid_circular_voids/sample_0025/iteration_00150.png,-0.452137297933706,-0.4422939221973433,0.565534,0.283414380047852,True,0.565534,3.943322,1.118468,0.143077,0.352107,2,False,False,0.578369140625,150,150,True,0.004693469132809722,False
3,grid_circular_voids,26,outputs/multi_batch/batch_3/grid_circular_voids/sample_0026/iteration_00150.png,-0.2496128026060612,-0.259089102674474,0.502776,0.6112257993037926,True,0.502776,2.271315,2.277404,0.06893,0.538111,2,False,False,0.51025390625,150,150,True,0.007592482646322392,False
3,grid_circular_voids,29,outputs/multi_batch/batch_3/grid_circular_voids/sample_0029/iteration_00150.png,-0.3010623035555893,-0.3187670323434761,0.46325,0.7804587057447342,True,0.46325,4.759258,2.026737,0.09107,0.506315,2,False,False,0.467529296875,150,150,True,0.0029204079925462755,False
3,grid_circular_voids,30,outputs/multi_batch/batch_3/grid_circular_voids/sample_0030/iteration_00097.png,-0.3561562036373525,-0.3376178091807771,0.52601,0.4235243876001965,True,0.526009,3.04913,1.568715,0.121514,0.390936,2,False,False,0.531494140625,97,150,False,0.0003191819534523601,False
3,grid_circular_voids,32,outputs/multi_batch/batch_3/grid_circular_voids/sample_0032/iteration_00119.png,-0.2189865432302384,-0.1973507799508717,0.471273,0.7310862247287566,True,0.471272,2.590837,2.086408,0.193828,0.530203,2,False,False,0.4814453125,119,150,False,0.007614922896077751,False
3,grid_circular_voids,33,outputs/multi_batch/batch_3/grid_circular_voids/sample_0033/iteration_00150.png,-0.565001705676686,-0.5093546247423996,0.556123,1.2092104312272016,True,0.588307,4.652349,1.348129,0.123627,0.28876,4,False,False,0.565185546875,150,150,True,0.007712168224529337,False
3,grid_circular_voids,35,outputs/multi_batch/batch_3/grid_circular_voids/sample_0035/iteration_00150.png,-0.3617825872114542,-0.372227454458272,0.533542,0.536508814420487,True,0.533542,3.507025,1.699388,0.217972,0.34126,2,False,False,0.54345703125,150,150,True,0.0025112890722772904,False
3,grid_circular_voids,39,outputs/multi_batch/batch_3/grid_circular_voids/sample_0039/iteration_00150.png,-0.2470297706320573,-0.2437429980073164,0.495242,0.7598841571988544,True,0.495242,4.416676,2.19718,0.166174,0.475556,2,False,False,0.50732421875,150,150,True,0.006665073959645046,False
3,grid_circular_voids,40,outputs/multi_batch/batch_3/grid_circular_voids/sample_0040/iteration_00150.png,-0.3158436701193897,-0.3158436701182051,0.603664,0.3776711290700638,True,0.605227,2.824065,1.495901,0.152333,0.459977,3,False,False,0.60302734375,150,150,True,0.0022194479123317516,False
3,grid_circular_voids,41,outputs/multi_batch/batch_3/grid_circular_voids/sample_0041/iteration_00150.png,-0.2217992512103045,-0.224064871067074,0.456454,1.0712975065635644,True,0.456454,3.762917,2.257622,0.128794,0.39666,2,False,False,0.46435546875,150,150,True,0.03222697033520476,False
3,grid_circular_voids,49,outputs/multi_batch/batch_3/grid_circular_voids/sample_0049/iteration_00137.png,-0.4016711208434624,-0.408972938527548,0.639966,0.2887256948186251,True,0.639966,4.111448,1.561456,0.103792,0.489101,2,False,False,0.6484375,137,150,False,0.0004071872522582071,False
3,grid_circular_voids,52,outputs/multi_batch/batch_3/grid_circular_voids/sample_0052/iteration_00150.png,-0.2971032106540695,-0.278463791551349,0.482415,0.5260046137808474,True,0.482415,2.500398,1.602768,0.226023,0.418279,2,False,False,0.48779296875,150,150,True,0.009533649841072226,False
3,grid_circular_voids,55,outputs/multi_batch/batch_3/grid_circular_voids/sample_0055/iteration_00079.png,-0.2920942822408417,-0.302571301472913,0.545176,0.5807252248326925,True,0.545176,3.784234,1.989731,0.161205,0.303184,2,False,False,0.555419921875,79,150,False,0.003899398925255949,False
3,grid_circular_voids,57,outputs/multi_batch/batch_3/grid_circular_voids/sample_0057/iteration_00073.png,-0.258226951408868,-0.2700412628448627,0.522014,0.6969499091096052,True,0.522014,4.251086,2.043559,0.148631,0.41903,2,False,False,0.53466796875,73,150,False,0.02712528274642906,False
3,grid_circular_voids,61,outputs/multi_batch/batch_3/grid_circular_voids/sample_0061/iteration_00150.png,-0.4243844466149438,-0.443389626295118,0.499202,0.3380246107928084,True,0.499203,3.672479,1.053213,0.098087,0.284737,2,False,False,0.510498046875,150,150,True,0.0040704796004899825,False
3,grid_circular_voids,62,outputs/multi_batch/batch_3/grid_circular_voids/sample_0062/iteration_00076.png,-0.3037945437420327,-0.3017014555110209,0.561474,0.4091553492364352,True,0.561474,2.706314,2.166788,0.114518,0.474264,2,False,False,0.569580078125,76,150,False,0.008775151328522557,False
3,grid_circular_voids,64,outputs/multi_batch/batch_3/grid_circular_voids/sample_0064/iteration_00112.png,-0.2688228498760615,-0.2688415533702036,0.589431,0.4649039289885165,True,0.589431,2.332077,2.175983,0.19292,0.423037,2,False,False,0.599365234375,112,150,False,0.0010000670415312746,False
3,grid_circular_voids,66,outputs/multi_batch/batch_3/grid_circular_voids/sample_0066/iteration_00138.png,-0.3476828077688186,-0.3374297517285873,0.534879,0.4686713718464529,True,0.534879,3.483627,1.77651,0.099856,0.549246,2,False,False,0.54638671875,138,150,False,0.00814940013110648,False
3,grid_circular_voids,68,outputs/multi_batch/batch_3/grid_circular_voids/sample_0068/iteration_00150.png,-0.2974533541758449,-0.2974533541759387,0.680048,0.4331096629157468,True,0.689353,2.972209,1.678185,0.241691,0.285381,2,False,False,0.687255859375,150,150,True,0.03811004419055997,False
3,grid_circular_voids,69,outputs/multi_batch/batch_3/grid_circular_voids/sample_0069/iteration_00114.png,-0.2629137290678717,-0.2604864197004466,0.556877,0.6368693317301956,True,0.556877,3.532607,2.416464,0.065217,0.494011,2,False,False,0.564208984375,114,150,False,0.006443375581418237,False
3,grid_circular_voids,70,outputs/multi_batch/batch_3/grid_circular_voids/sample_0070/iteration_00150.png,-0.4224877863201018,-0.4246651115168353,0.494149,0.3695321380579952,True,0.494149,2.565166,1.372324,0.147174,0.384483,2,False,False,0.501708984375,150,150,True,0.003253193111883691,False
3,grid_circular_voids,71,outputs/multi_batch/batch_3/grid_circular_voids/sample_0071/iteration_00150.png,-0.3180893986200134,-0.3177936503026151,0.627114,0.4844656202054027,True,0.627114,4.625197,2.110604,0.170524,0.471238,2,False,False,0.629638671875,150,150,True,0.011334036685568679,False
3,grid_circular_voids,72,outputs/multi_batch/batch_3/grid_circular_voids/sample_0072/iteration_00150.png,-0.3683626940092394,-0.3629195497115587,0.455849,0.5295604003131092,True,0.455849,3.223723,1.219562,0.159408,0.493297,2,False,False,0.460693359375,150,150,True,0.003845743149888594,False
3,grid_circular_voids,76,outputs/multi_batch/batch_3/grid_circular_voids/sample_0076/iteration_00150.png,-0.2705971193672176,-0.2705971193674318,0.562027,0.5163327330597915,True,0.573179,2.454687,1.928482,0.212281,0.327364,2,False,False,0.56884765625,150,150,True,0.010070648401023556,False
3,grid_circular_voids,78,outputs/multi_batch/batch_3/grid_circular_voids/sample_0078/iteration_00137.png,-0.2804106739603594,-0.2710184284595444,0.612166,0.4220537406098675,True,0.612166,2.796912,2.23195,0.1051,0.305038,2,False,False,0.614501953125,137,150,False,0.007824674508340904,False
3,grid_circular_voids,81,outputs/multi_batch/batch_3/grid_circular_voids/sample_0081/iteration_00149.png,-0.4177374540873024,-0.4398854221258851,0.537436,0.3523120541528843,True,0.537436,3.805424,1.269736,0.107947,0.457107,2,False,False,0.53173828125,149,150,False,0.0014594446371262368,False
3,grid_circular_voids,82,outputs/multi_batch/batch_3/grid_circular_voids/sample_0082/iteration_00150.png,-0.2738791768152461,-0.2822839008683042,0.475196,0.861774665720795,True,0.475195,2.479114,2.313911,0.079066,0.271387,3,False,False,0.470947265625,150,150,True,0.01140201232461783,False
3,grid_circular_voids,83,outputs/multi_batch/batch_3/grid_circular_voids/sample_0083/iteration_00150.png,-0.332723895352112,-0.3327238953379021,0.576604,0.5376407873906154,True,0.576604,4.916324,1.575632,0.202402,0.508142,3,False,False,0.578857421875,150,150,True,0.05089082303479973,False
3,grid_circular_voids,87,outputs/multi_batch/batch_3/grid_circular_voids/sample_0087/iteration_00150.png,-0.3318717552189381,-0.3318717555023565,0.694611,0.3261939919096138,True,0.694611,4.138511,2.272596,0.150494,0.345881,2,False,False,0.70068359375,150,150,True,0.0043383719363635975,False
3,grid_circular_voids,88,outputs/multi_batch/batch_3/grid_circular_voids/sample_0088/iteration_00069.png,-0.3777671890692413,-0.3713921420140021,0.523103,0.3510430381450244,True,0.523103,2.727504,1.38533,0.167915,0.290459,2,False,False,0.52099609375,69,150,False,0.005409053765836428,False
3,grid_circular_voids,89,outputs/multi_batch/batch_3/grid_circular_voids/sample_0089/iteration_00150.png,-0.2981098601674272,-0.2981098601679847,0.653956,0.5532082869586227,True,0.655762,4.791026,2.147049,0.138114,0.527214,2,False,False,0.6650390625,150,150,True,0.010306593430596792,False
3,grid_circular_voids,94,outputs/multi_batch/batch_3/grid_circular_voids/sample_0094/iteration_00150.png,-0.3002564997375004,-0.3002564997376526,0.586124,0.4776811820799115,True,0.677695,2.216476,2.072155,0.122179,0.479596,2,False,False,0.588623046875,150,150,True,0.004669477184139563,False
3,grid_circular_voids,96,outputs/multi_batch/batch_3/grid_circular_voids/sample_0096/iteration_00077.png,-0.2906576660341761,-0.295125073565119,0.623057,0.5323753240557582,True,0.623056,3.424808,1.648131,0.199961,0.349265,3,False,False,0.627685546875,77,150,False,0.04423290744442106,False
3,grid_circular_voids,100,outputs/multi_batch/batch_3/grid_circular_voids/sample_0100/iteration_00150.png,-0.2732385022981388,-0.2732385022982799,0.597057,0.5349980658352506,True,0.64816,2.646959,2.251352,0.247076,0.504505,2,False,False,0.6083984375,150,150,True,0.01168917146991238,False
3,grid_circular_voids,102,outputs/multi_batch/batch_3/grid_circular_voids/sample_0102/iteration_00131.png,-0.2890399226870168,-0.2962035921900168,0.468334,0.6480068107567095,True,0.468334,3.007495,1.900264,0.141793,0.463129,2,False,False,0.475830078125,131,150,False,0.0019428813586228927,False
