Iteration,Poisson_v12,Poisson_v21,Objective,Volume_Fraction
0,nan,nan,nan,0.942000
1,0.353476,0.353476,131.379000,0.847800
2,0.403939,0.403939,145.827665,0.753600
3,0.403939,0.403939,158.404547,0.659400
4,0.403939,0.403939,168.569270,0.565200
5,0.403939,0.403939,176.420966,0.490041
6,0.333024,0.333024,184.263874,0.490040
7,0.262461,0.262461,175.807020,0.490040
8,0.310991,0.310991,156.868207,0.490039
9,0.326938,0.326938,136.541192,0.490040
10,0.309706,0.309706,118.754093,0.490040
11,0.285274,0.285274,104.694076,0.490039
12,0.273595,0.273595,102.367511,0.490040
13,0.265373,0.265373,101.082194,0.490040
14,0.262541,0.262541,100.399808,0.490040
15,0.262141,0.262141,100.092942,0.490040
16,0.262449,0.262449,99.916239,0.490041
17,0.262778,0.262778,99.774304,0.490041
18,0.263076,0.263076,99.664758,0.490040
19,0.263147,0.263147,99.587403,0.490040
20,0.263115,0.263115,99.517807,0.490040
21,0.263064,0.263064,99.450708,0.490041
22,0.263006,0.263006,99.387525,0.490040
23,0.262977,0.262977,99.336326,0.490039
24,0.262973,0.262973,99.294191,0.490040
25,0.262993,0.262993,99.257702,0.490041
26,0.263028,0.263028,99.222028,0.490040
27,0.263033,0.263033,99.194513,0.490040
28,0.263044,0.263044,99.167974,0.490040
29,0.263048,0.263048,99.146399,0.490041
30,0.263040,0.263040,99.127237,0.490040
31,0.263031,0.263031,99.107185,0.490039
32,0.263022,0.263022,99.085733,0.490040
33,0.263008,0.263008,99.062133,0.490041
34,0.262985,0.262985,99.035636,0.490040
35,0.262949,0.262949,99.005351,0.490040
36,0.262902,0.262902,98.967987,0.490039
37,0.262843,0.262843,98.920412,0.490040
38,0.262756,0.262756,98.855233,0.490041
39,0.262626,0.262626,98.761110,0.490040
40,0.262454,0.262454,98.628436,0.490039
41,0.262274,0.262274,98.459888,0.490040
42,0.262207,0.262207,98.347265,0.490041
43,0.262120,0.262120,98.279437,0.490040
44,0.262024,0.262024,98.213697,0.490041
45,0.261916,0.261916,98.136448,0.490040
46,0.261797,0.261797,98.045857,0.490040
47,0.261665,0.261665,97.937844,0.490040
48,0.261547,0.261547,97.818052,0.490040
49,0.261442,0.261442,97.697281,0.490039
50,0.261369,0.261369,97.582225,0.490041
51,0.261309,0.261309,97.464844,0.490041
52,0.261262,0.261262,97.345192,0.490040
53,0.261206,0.261206,97.305000,0.490040
54,0.261165,0.261165,97.304139,0.490040
55,0.261142,0.261142,97.304787,0.490039
56,0.261117,0.261117,97.302944,0.490041
57,0.261062,0.261062,97.289916,0.490041
58,0.260992,0.260992,97.272197,0.490040
59,0.260916,0.260916,97.253106,0.490040
60,0.260832,0.260832,97.232362,0.490039
61,0.260740,0.260740,97.209520,0.490041
62,0.260640,0.260640,97.183915,0.490040
63,0.260531,0.260531,97.155652,0.490040
64,0.260439,0.260439,97.131201,0.490040
65,0.260404,0.260404,97.120232,0.490040
