sample_id,seed,objective,success,v12,v21,obj_value,n_iters,converged,elapsed_time,error,E0,Emin,ft,max_iter,move,nelx,nely,nu,penal,rmin,save_every,scale_factor,tol_change,tol_obj,verbose,void_size_frac,volfrac,window_size
0,circle,auxetic,True,-0.5082078812512393,-0.5179703860283393,0.09220332823505217,150,True,49.25,,199.0,1e-09,2,150,0.120703,50,50,0.3,3.631597,1.015083,9999,1,0.01,0.05,False,0.306524,0.675166,20
1,circle,auxetic,True,-0.3546212585330541,-0.35995023771942436,0.7723679912508388,150,True,44.76,,199.0,1e-09,2,150,0.218694,50,50,0.3,3.095523,2.092373,9999,1,0.01,0.05,False,0.427466,0.514162,20
2,circle,auxetic,True,0.06942023991055524,0.06919342549820595,0.9812240030269281,150,True,44.02,,199.0,1e-09,2,150,0.173916,50,50,0.3,4.798166,1.474843,9999,1,0.01,0.05,False,0.383181,0.461826,20
3,circle,auxetic,True,-0.1616156403725188,-0.15068843406492827,0.8015599698444003,150,True,49.39,,199.0,1e-09,2,150,0.064888,50,50,0.3,2.662111,2.370881,9999,1,0.01,0.05,False,0.501872,0.617227,20
4,circle,auxetic,True,-0.21109293891700529,-0.24373651242871136,0.9472665124909896,150,True,42.91,,199.0,1e-09,2,150,0.077309,50,50,0.3,4.391586,1.831781,9999,1,0.01,0.05,False,0.540952,0.589829,20
5,circle,auxetic,True,-0.32205165821103593,-0.312421647857897,0.6507257562060197,150,True,42.61,,199.0,1e-09,2,150,0.187033,50,50,0.3,2.308449,1.310767,9999,1,0.01,0.05,False,0.361386,0.489118,20
6,circle,auxetic,True,-0.15906859818922733,-0.16267297348596615,0.8475788231778617,150,True,44.51,,199.0,1e-09,2,150,0.22976,50,50,0.3,3.99113,2.303296,9999,1,0.01,0.05,False,0.467792,0.549248,20
7,circle,auxetic,True,-0.2652585793578863,-0.27324530509408157,0.76733535239657,150,True,39.36,,199.0,1e-09,2,150,0.134002,50,50,0.3,3.496255,1.600983,9999,1,0.01,0.05,False,0.285828,0.639944,20
8,circle,auxetic,True,-0.37102175834999834,-0.39871713216476534,0.7777807821495135,150,True,44.39,,199.0,1e-09,2,150,0.139859,50,50,0.3,4.907273,2.148144,9999,1,0.01,0.05,False,0.325533,0.530324,20
9,circle,auxetic,True,0.08753159560966751,0.08753159560970152,1.1793222997577306,150,True,46.47,,199.0,1e-09,2,150,0.248897,50,50,0.3,2.54275,1.721061,9999,1,0.01,0.05,False,0.520994,0.689629,20
10,circle,auxetic,True,-0.07558035274477584,-0.07558035274483121,0.9098885503818851,150,True,47.42,,199.0,1e-09,2,150,0.193677,50,50,0.3,3.850567,1.846219,9999,1,0.01,0.05,False,0.252245,0.630476,20
11,circle,auxetic,True,-0.3096430597831897,-0.30875203020995146,0.6715790060352839,150,True,45.64,,199.0,1e-09,2,150,0.095671,50,50,0.3,2.886806,1.237841,9999,1,0.01,0.05,False,0.445271,0.481186,20
12,circle,auxetic,True,-0.35725677025988584,-0.3574446768356724,0.6919571734286136,150,True,47.53,,199.0,1e-09,2,150,0.059032,50,50,0.3,4.240862,1.448718,9999,1,0.01,0.05,False,0.409416,0.508585,20
13,circle,auxetic,True,-0.326635697705043,-0.3236985207207117,0.8148912677634538,150,True,42.75,,199.0,1e-09,2,150,0.154779,50,50,0.3,3.236269,2.432074,9999,1,0.01,0.05,False,0.305385,0.603183,20
14,circle,auxetic,True,-0.26627152182751,-0.26627152182780195,0.6308286666944091,150,True,44.67,,199.0,1e-09,2,150,0.21205,50,50,0.3,4.563681,1.181916,9999,1,0.01,0.05,False,0.486237,0.654543,20
15,circle,auxetic,True,-0.1766156446080159,-0.17661355299496997,0.6594840425200457,150,True,47.85,,199.0,1e-09,2,150,0.10234,50,50,0.3,2.146607,1.984022,9999,1,0.01,0.05,False,0.379919,0.565547,20
16,circle,auxetic,True,-0.2834100136269613,-0.28327843375708356,0.7018023543095228,150,True,48.51,,199.0,1e-09,2,150,0.106687,50,50,0.3,4.453924,1.700224,9999,1,0.01,0.05,False,0.464376,0.613405,20
