iterations,volume_fractions,poisson_ratios_v12,poisson_ratios_v21
1,0.380819999999987,0.294661736733172,0.295390901882624
2,0.399998836253526,0.268574209120081,0.274192232113503
3,0.400000290914346,0.294106643600827,0.300336180134531
4,0.399997568699229,0.263602464883154,0.271702231910994
5,0.400001358716688,0.270254059201968,0.280510588482107
6,0.39999351301902,0.242023105969767,0.240337991025683
7,0.400000671709921,0.213715095478682,0.221831521438128
8,0.399989911219378,0.180616472155221,0.179784688971875
9,0.399997467206989,0.126228633099081,0.127958199621501
10,0.399995615526135,0.0879552008139389,0.0900646695285196
11,0.341574208912875,0.0409829761410565,0.0448229575823403
12,0.283958600874081,0.00847459806942559,0.0100754409740817
13,0.292401639966388,-0.0927395938451424,-0.0980090858064289
14,0.286514108183157,-0.311165398120804,-0.271952841049164
15,0.279323637732111,-0.456132574610929,-0.388070483661793
16,0.28212377747324,-0.506378911903199,-0.447714110970177
17,0.283936254111722,-0.513043701368744,-0.465949840186811
18,0.288738763392485,-0.505851109273175,-0.466953606431088
19,0.297345314310495,-0.512133820791905,-0.468682980061771
20,0.30774503578843,-0.521910113142005,-0.473352517998784
21,0.31664150609397,-0.53258282772929,-0.476551193075217
22,0.322492330487209,-0.541988734346473,-0.475848995943301
23,0.327241175493797,-0.553440373837401,-0.483055876987574
24,0.330336462287989,-0.565227418888405,-0.488133283188334
25,0.332715237880108,-0.575396539650017,-0.490586058258178
26,0.334196578963621,-0.585039929870078,-0.492674412717156
27,0.335082464343279,-0.594189877903574,-0.492876074684313
28,0.335524046952379,-0.603300473022982,-0.492625172546272
29,0.335321358541404,-0.610519754197963,-0.494598885414834
30,0.335318595733899,-0.612729748086365,-0.4918322488635
31,0.335177103613113,-0.615667926748041,-0.495983365615941
32,0.335227103613113,-0.615161673994366,-0.492469483995173
33,0.335160621620716,-0.61586112863541,-0.495697389326171
34,0.33528518653042,-0.614251768415267,-0.493742120231784
35,0.33531518653042,-0.614824765119101,-0.496645326994542
36,0.33535518653042,-0.615727557421219,-0.498807866349534
37,0.335390007663751,-0.616515453624748,-0.500166001449357
