sample_id,seed,objective,success,v12,v21,obj_value,n_iters,converged,elapsed_time,error,E0,Emin,ft,max_iter,move,nelx,nely,nu,penal,rmin,save_every,scale_factor,tol_change,tol_obj,verbose,void_size_frac,volfrac,window_size
0,circle,auxetic,True,-0.2502736242443829,-0.2574953228570578,0.6050801372876367,150,True,23.13,,199.0,1e-09,2,150,0.08895,50,50,0.3,3.18877,1.133004,9999,1,0.01,0.05,False,0.318847,0.571748,20
1,circle,auxetic,True,-0.29074152871371894,-0.29928854128579657,0.5743139260522585,150,True,22.39,,199.0,1e-09,2,150,0.142876,50,50,0.3,2.609422,1.129788,9999,1,0.01,0.05,False,0.378251,0.516099,20
2,circle,auxetic,True,-0.23435895143548735,-0.23255408509917241,0.6057745022442279,150,True,22.62,,199.0,1e-09,2,150,0.140992,50,50,0.3,3.522594,1.176726,9999,1,0.01,0.05,False,0.381379,0.543702,20
3,circle,auxetic,True,-0.4462916630856532,-0.4440013119411042,0.5956601146924778,150,True,24.02,,199.0,1e-09,2,150,0.126135,50,50,0.3,3.103074,1.177885,9999,1,0.01,0.05,False,0.291649,0.536977,20
4,circle,auxetic,True,-0.5160303954316768,-0.487200169974492,0.35336539339355666,150,True,22.95,,199.0,1e-09,2,150,0.127593,50,50,0.3,3.605134,1.213079,9999,1,0.01,0.05,False,0.329817,0.556384,20
5,circle,auxetic,True,-0.47236024950669414,-0.4715490469733338,0.37207782382149757,150,True,22.21,,199.0,1e-09,2,150,0.098472,50,50,0.3,3.085063,1.148846,9999,1,0.01,0.05,False,0.344997,0.508982,20
6,circle,auxetic,True,-0.30322981489746265,-0.28966872258751114,0.6809993914258226,150,True,23.18,,199.0,1e-09,2,150,0.117359,50,50,0.3,2.924664,1.183206,9999,1,0.01,0.05,False,0.335678,0.527232,20
7,circle,auxetic,True,-0.5276091690048744,-0.5117351062258982,0.4187651998767309,150,True,23.23,,199.0,1e-09,2,150,0.13813,50,50,0.3,3.132367,1.081415,9999,1,0.01,0.05,False,0.346129,0.50693,20
8,circle,auxetic,True,-0.24904351795195698,-0.21244229949923196,0.5774828488378495,150,True,23.8,,199.0,1e-09,2,150,0.121029,50,50,0.3,3.02579,1.0734,9999,1,0.01,0.05,False,0.294191,0.541733,20
9,circle,auxetic,True,0.0004418567395502521,0.0004481738127812584,0.9620648408158672,150,True,22.74,,199.0,1e-09,2,150,0.117858,50,50,0.3,2.583661,1.158385,9999,1,0.01,0.05,False,0.298181,0.512463,20
10,circle,auxetic,True,0.04242753789276212,0.03982623972701103,1.0113332955437961,150,True,24.28,,199.0,1e-09,2,150,0.137528,50,50,0.3,3.310458,1.114882,9999,1,0.01,0.05,False,0.300503,0.504131,20
11,circle,auxetic,True,-0.5181035215971328,-0.5166364408657396,0.32198854316047154,150,True,23.89,,199.0,1e-09,2,150,0.0774,50,50,0.3,3.223401,1.095097,9999,1,0.01,0.05,False,0.338067,0.524502,20
12,circle,auxetic,True,-0.48616982986932294,-0.493446343704719,0.3262106453996444,140,True,22.47,,199.0,1e-09,2,150,0.09102,50,50,0.3,2.734942,1.069346,9999,1,0.01,0.05,False,0.33883,0.556584,20
13,circle,auxetic,True,-0.18113071411309983,-0.18826049101721035,0.8229421234701908,150,True,23.58,,199.0,1e-09,2,150,0.119037,50,50,0.3,3.168128,1.109244,9999,1,0.01,0.05,False,0.349215,0.506426,20
14,circle,auxetic,True,-0.38808104124491266,-0.40417358440106665,0.502477558255104,150,True,23.79,,199.0,1e-09,2,150,0.087561,50,50,0.3,3.463622,1.072162,9999,1,0.01,0.05,False,0.375936,0.505508,20
15,circle,auxetic,True,-0.04651059980054175,-0.04650888619643194,0.8877903239970355,150,True,21.74,,199.0,1e-09,2,150,0.076102,50,50,0.3,3.562656,1.157838,9999,1,0.01,0.05,False,0.332045,0.57654,20
16,circle,auxetic,True,-0.1727570357557645,-0.17393846295292528,0.6602527820893872,150,True,23.1,,199.0,1e-09,2,150,0.113902,50,50,0.3,2.829441,1.192766,9999,1,0.01,0.05,False,0.361976,0.526087,20
17,circle,auxetic,True,-0.4135836075952496,-0.38871847589188047,0.5902435490523815,150,True,23.51,,199.0,1e-09,2,150,0.103014,50,50,0.3,3.297677,1.193411,9999,1,0.01,0.05,False,0.369108,0.576986,20
18,circle,auxetic,True,-0.5091818116336815,-0.489713398817362,0.5955972843374838,150,True,24.11,,199.0,1e-09,2,150,0.110004,50,50,0.3,3.262866,1.084261,9999,1,0.01,0.05,False,0.367103,0.577949,20
19,circle,auxetic,True,-0.1875806905669897,-0.18776539981186588,0.6950298549277999,150,True,22.91,,199.0,1e-09,2,150,0.133088,50,50,0.3,2.816976,1.205274,9999,1,0.01,0.05,False,0.35495,0.569642,20
20,circle,auxetic,True,-0.2161004239668526,-0.20185645824020196,0.7347114001179398,150,True,22.28,,199.0,1e-09,2,150,0.12957,50,50,0.3,3.339136,1.230397,9999,1,0.01,0.05,False,0.286777,0.52964,20
21,circle,auxetic,True,-0.4821756034891493,-0.474244464736581,0.3673792190115619,150,True,23.19,,199.0,1e-09,2,150,0.08971,50,50,0.3,2.681952,1.139366,9999,1,0.01,0.05,False,0.379652,0.537964,20
22,circle,auxetic,True,-0.4586585731767369,-0.4714571161194474,0.2897518858231728,150,True,21.94,,199.0,1e-09,2,150,0.085136,50,50,0.3,2.974337,1.117245,9999,1,0.01,0.05,False,0.344611,0.570269,20
23,circle,auxetic,True,-0.23105189830231265,-0.23105189942361923,0.7191828408285162,150,True,23.01,,199.0,1e-09,2,150,0.101537,50,50,0.3,3.600037,1.101685,9999,1,0.01,0.05,False,0.326033,0.563937,20
24,circle,auxetic,True,-0.23460589791689354,-0.22547483083508846,0.5770696922997467,150,True,22.65,,199.0,1e-09,2,150,0.140495,50,50,0.3,3.515826,1.1671,9999,1,0.01,0.05,False,0.353091,0.553666,20
25,circle,auxetic,True,-0.10028702560494045,-0.12032879961879661,0.8681770374157831,150,True,23.4,,199.0,1e-09,2,150,0.114562,50,50,0.3,3.255333,1.231301,9999,1,0.01,0.05,False,0.365091,0.520024,20
