Iteration,Poisson_v12,Poisson_v21,Objective,Volume_Fraction
0,nan,nan,nan,0.911600
1,0.322999,0.322999,5.361086,0.746720
2,0.335823,0.335823,4.639552,0.581840
3,0.335823,0.335823,3.439111,0.416961
4,0.335823,0.335823,2.056011,0.252081
5,0.335823,0.335823,0.801526,0.087201
6,0.335823,0.335823,0.077756,0.000000
7,0.000000,0.000000,0.000000,0.000000
8,0.000000,0.000000,0.000000,0.000000
9,0.000000,0.000000,0.000000,0.000000
10,0.000000,0.000000,0.000000,0.000000
11,0.000000,0.000000,0.000000,0.000000
