sample_id,success,v12,v21,obj_value,n_iters,converged,elapsed_time,volfrac,penal,rmin,move,void_size_frac,rotation_deg,beta,error
27,True,0.20853773511518864,0.25608741679757907,-1.2496193576896861,150,True,44.96,0.495900,1.725055,2.675903,0.239386,0.187013,60.924088,0.535698,
28,True,1.7154589278503522e-24,1.7154589278491334e-24,2.2938210135269797e-33,13,True,4.15,0.597205,4.450035,2.380357,0.143448,0.253336,86.450712,1.367982,
29,True,1.7154589278503522e-24,1.7154589278491334e-24,1.141197871551833e-34,11,True,3.90,0.480849,1.158885,2.177034,0.229341,0.271934,48.380701,1.103848,
30,True,0.3701071546662704,0.6484867247184591,-1.0468505203977032,53,True,19.64,0.612446,3.673511,5.180022,0.060979,0.283708,54.469829,0.728855,
31,True,1.7154589278503522e-24,1.7154589278491334e-24,4.7949103788298555e-34,13,True,4.32,0.529010,3.245795,3.260242,0.153495,0.387068,20.406844,1.213065,
32,True,0.39177352722780695,0.44550440200945207,-0.7714258177799775,53,True,18.98,0.535708,2.286015,5.997514,0.102224,0.236196,8.809385,0.680632,
33,True,0.3118674828668448,0.3003455651395456,-0.953231559532545,150,True,39.30,0.326647,3.562701,1.140396,0.230335,0.391174,24.358713,0.593166,
34,True,0.3575995736295796,0.34258122610855984,-1.0315510634687848,150,True,41.32,0.321857,2.671268,5.017057,0.201016,0.154604,51.244615,0.453456,
35,True,1.7154589278503522e-24,1.7154589278491334e-24,7.676357538438266e-34,11,True,2.06,0.587058,4.711751,1.358743,0.243129,0.405445,61.826524,1.311180,
36,True,0.47412473334497524,0.45113581590276036,-0.8162596736246831,150,True,37.70,0.430369,2.420173,5.776334,0.271270,0.319101,30.410499,0.490403,
37,True,1.7154589278503522e-24,1.7154589278491334e-24,8.848221452028485e-37,14,True,2.61,0.301245,4.588306,2.917534,0.188448,0.185137,12.742253,0.824027,
38,True,1.7154589278503522e-24,1.7154589278491334e-24,5.2926652160337226e-37,13,True,4.62,0.375722,1.627711,3.088451,0.219894,0.347668,86.085645,0.802719,
39,True,1.7154589278503522e-24,1.7154589278491334e-24,3.985074679362105e-36,15,True,4.20,0.501271,2.865543,4.160637,0.158410,0.212973,65.024991,0.879573,
40,True,1.7154589278503522e-24,1.7154589278491334e-24,4.280342409823471e-34,14,True,4.94,0.361652,2.745480,4.376326,0.123753,0.248573,83.850728,1.186818,
41,True,0.9953513267180911,0.3527856053562674,-2.1798817597610585,34,True,8.25,0.471011,1.278100,2.489833,0.110833,0.359688,63.135285,0.585621,
42,True,0.37202242829870186,0.4078892236655809,-1.7898925237856589,35,True,11.32,0.387251,4.207788,3.102043,0.265990,0.367323,56.443530,0.329304,
43,True,0.4062303031865011,0.3947293793297455,-0.17504860548868179,150,True,29.52,0.424924,1.837115,3.948578,0.075712,0.165223,31.706839,0.356650,
44,True,1.7154589278503522e-24,1.7154589278491334e-24,1.6981506874242607e-34,12,True,3.78,0.383868,1.068819,1.852212,0.177916,0.430605,10.138479,1.131207,
45,True,1.7154589278503522e-24,1.7154589278491334e-24,1.8437115936307848e-34,11,True,3.33,0.519380,2.089643,1.031426,0.208516,0.348307,25.350574,1.152458,
46,True,0.3000000001909315,0.30000000059724524,-0.47866193811291424,150,True,33.71,0.407373,4.877165,3.615144,0.296737,0.439174,71.041100,0.548810,
47,True,1.7154589278503522e-24,1.7154589278491334e-24,4.2224639818359954e-34,10,True,2.20,0.511695,4.301209,5.279760,0.291526,0.372836,17.762215,1.269255,
48,True,1.7154589278503522e-24,1.7154589278491334e-24,3.504468910702987e-36,11,True,4.07,0.337239,1.341943,5.591551,0.210320,0.263176,0.074016,0.832779,
49,True,0.4372721405417794,0.35203033736349776,-1.7087808370897986,150,True,30.50,0.277251,1.657390,1.620489,0.080270,0.196480,33.137863,0.753719,
