sample_id,objective,seed,batch,volfrac,move,rmin,penal,void_size_frac,rotation_deg,beta,beta_second,best_obj_value,poisson_ratio,eigenfreq_1,eigenfreq_2,compliance,volume_fraction_final,n_iter,converged,elapsed_time,topology_path
first_circle_half_quarter_013,first,circle_half_quarter,phase1,0.498429,0.163492,3.461898,4.644307,0.433697,42.548737,1.257896,,6.547076928267689e-34,,6.547076928267689e-34,,,0.0,13,True,5.02,./circle_half_quarter/first/sample_0013/iteration_00013.png
first_circle_half_quarter_014,first,circle_half_quarter,phase1,0.319056,0.196501,1.209142,2.923048,0.617341,79.255483,0.90531,,9.743562235631786e-36,,9.743562235631786e-36,,,0.0,12,True,4.93,./circle_half_quarter/first/sample_0014/iteration_00012.png
first_circle_half_quarter_015,first,circle_half_quarter,phase1,0.410265,0.094518,3.372776,3.524051,0.280974,78.379603,0.655143,,-2.813553015363947,,-2.813553015363947,,,0.768037,150,True,52.28,./circle_half_quarter/first/sample_0015/iteration_00150.png
first_circle_half_quarter_016,first,circle_half_quarter,phase1,0.573552,0.065717,4.782323,3.033662,0.512415,76.104967,0.40963,,-1.2075306912894384,,-1.2075306912894384,,,0.482258,61,True,23.85,./circle_half_quarter/first/sample_0016/iteration_00061.png
first_circle_half_quarter_017,first,circle_half_quarter,phase1,0.490982,0.259578,3.535015,3.353272,0.235842,53.925094,1.200144,,2.053737776475685e-34,,2.053737776475685e-34,,,0.0,10,True,3.96,./circle_half_quarter/first/sample_0017/iteration_00010.png
first_circle_half_quarter_018,first,circle_half_quarter,phase1,0.509361,0.147062,2.08966,3.788438,0.508294,37.934784,0.958055,,1.8695592631713195e-35,,1.8695592631713195e-35,,,0.0,13,True,5.04,./circle_half_quarter/first/sample_0018/iteration_00013.png
first_circle_half_quarter_019,first,circle_half_quarter,phase1,0.517225,0.245207,4.99772,3.992727,0.245177,88.591077,1.498014,,2.828131418761628e-33,,2.828131418761628e-33,,,0.0,11,True,4.54,./circle_half_quarter/first/sample_0019/iteration_00011.png
first_circle_half_quarter_020,first,circle_half_quarter,phase1,0.300107,0.277141,5.606217,2.800743,0.555265,35.519444,1.300042,,4.572455721615706e-34,,4.572455721615706e-34,,,0.0,10,True,4.92,./circle_half_quarter/first/sample_0020/iteration_00010.png
first_circle_half_quarter_021,first,circle_half_quarter,phase1,0.395835,0.180869,1.497839,2.484887,0.331038,41.147552,1.342703,,1.1389699673853354e-33,,1.1389699673853354e-33,,,0.0,12,True,4.06,./circle_half_quarter/first/sample_0021/iteration_00012.png
first_circle_half_quarter_022,first,circle_half_quarter,phase1,0.223131,0.251703,4.071877,2.226221,0.21273,81.416435,0.993414,,3.074536268302285e-35,,3.074536268302285e-35,,,0.0,10,True,4.04,./circle_half_quarter/first/sample_0022/iteration_00010.png
first_circle_half_quarter_023,first,circle_half_quarter,phase1,0.240672,0.132226,2.296259,4.181583,0.696291,68.706378,0.856602,,1.733188580600853e-36,,1.733188580600853e-36,,,0.0,18,True,6.82,./circle_half_quarter/first/sample_0023/iteration_00018.png
first_circle_half_quarter_024,first,circle_half_quarter,phase1,0.525463,0.127425,3.770908,1.963768,0.45744,5.515122,0.944049,,1.4505515331948942e-35,,1.4505515331948942e-35,,,0.0,14,True,5.3,./circle_half_quarter/first/sample_0024/iteration_00014.png
first_circle_half_quarter_025,first,circle_half_quarter,phase1,0.599641,0.135542,3.800762,3.445192,0.442514,14.596574,1.022557,,4.502901554100742e-35,,4.502901554100742e-35,,,0.0,14,True,5.41,./circle_half_quarter/first/sample_0025/iteration_00014.png
first_circle_half_quarter_026,first,circle_half_quarter,phase1,0.555849,0.071692,4.222799,4.974726,0.326263,75.42996,1.458077,,6.258623094204431e-32,,6.258623094204431e-32,,,0.0,20,True,7.96,./circle_half_quarter/first/sample_0026/iteration_00020.png
first_circle_half_quarter_027,first,circle_half_quarter,phase1,0.4459,0.239386,2.675903,1.725055,0.261689,60.924088,0.535698,,-1.2346782144553938,,-1.2346782144553938,,,0.518617,150,True,48.62,./circle_half_quarter/first/sample_0027/iteration_00150.png
first_circle_half_quarter_028,first,circle_half_quarter,phase1,0.547205,0.143448,2.380357,4.450035,0.372226,86.450712,1.367982,,1.949160752263348e-33,,1.949160752263348e-33,,,0.0,13,True,5.03,./circle_half_quarter/first/sample_0028/iteration_00013.png
first_circle_half_quarter_029,first,circle_half_quarter,phase1,0.430849,0.229341,2.177034,1.158885,0.403223,48.380701,1.103848,,9.805977605506425e-35,,9.805977605506425e-35,,,0.0,11,True,4.25,./circle_half_quarter/first/sample_0029/iteration_00011.png
first_circle_half_quarter_030,first,circle_half_quarter,phase1,0.562446,0.060979,5.180022,3.673511,0.422846,54.469829,0.728855,,-1.6331104313979703,,-1.6331104313979703,,,0.835523,150,True,52.88,./circle_half_quarter/first/sample_0030/iteration_00150.png
first_circle_half_quarter_031,first,circle_half_quarter,phase1,0.47901,0.153495,3.260242,3.245795,0.595114,20.406844,1.213065,,4.083495858316412e-34,,4.083495858316412e-34,,,0.0,13,True,3.02,./circle_half_quarter/first/sample_0031/iteration_00013.png
first_circle_half_quarter_032,first,circle_half_quarter,phase1,0.485708,0.102224,5.997514,2.286015,0.34366,8.809385,0.680632,,-1.8441481235569048,,-1.8441481235569048,,,0.640803,40,True,15.66,./circle_half_quarter/first/sample_0032/iteration_00040.png
first_circle_half_quarter_033,first,circle_half_quarter,phase1,0.276647,0.230335,1.140396,3.562701,0.601956,24.358713,0.593166,,-0.6595385649794678,,-0.6595385649794678,,,0.282089,150,True,43.43,./circle_half_quarter/first/sample_0033/iteration_00150.png
first_circle_half_quarter_034,first,circle_half_quarter,phase1,0.271857,0.201016,5.017057,2.671268,0.207674,51.244615,0.453456,,-0.5763998573062877,,-0.5763998573062877,,,0.908613,150,True,49.74,./circle_half_quarter/first/sample_0034/iteration_00150.png
first_circle_half_quarter_035,first,circle_half_quarter,phase1,0.537058,0.243129,1.358743,4.711751,0.625741,61.826524,1.31118,,6.530551255409587e-34,,6.530551255409587e-34,,,0.0,11,True,2.46,./circle_half_quarter/first/sample_0035/iteration_00011.png
first_circle_half_quarter_036,first,circle_half_quarter,phase1,0.380369,0.27127,5.776334,2.420173,0.481834,30.410499,0.490403,,-1.475202673245138,,-1.475202673245138,,,0.769469,22,True,8.98,./circle_half_quarter/first/sample_0036/iteration_00022.png
first_circle_half_quarter_037,first,circle_half_quarter,phase1,0.251245,0.188448,2.917534,4.588306,0.258561,12.742253,0.824027,,7.054087912343868e-37,,7.054087912343868e-37,,,0.0,18,True,6.4,./circle_half_quarter/first/sample_0037/iteration_00018.png
first_circle_half_quarter_038,first,circle_half_quarter,phase1,0.325722,0.219894,3.088451,1.627711,0.529446,86.085645,0.802719,,1.5935626635958766e-36,,1.5935626635958766e-36,,,0.0,13,True,4.99,./circle_half_quarter/first/sample_0038/iteration_00013.png
first_circle_half_quarter_039,first,circle_half_quarter,phase1,0.451271,0.15841,4.160637,2.865543,0.304955,65.024991,0.879573,,4.528391426831421e-36,,4.528391426831421e-36,,,0.0,15,True,5.84,./circle_half_quarter/first/sample_0039/iteration_00015.png
first_circle_half_quarter_040,first,circle_half_quarter,phase1,0.311652,0.123753,4.376326,2.74548,0.364288,83.850728,1.186818,,3.646501439893876e-34,,3.646501439893876e-34,,,0.0,14,True,5.6,./circle_half_quarter/first/sample_0040/iteration_00014.png
first_circle_half_quarter_041,first,circle_half_quarter,phase1,0.421011,0.110833,2.489833,1.2781,0.54948,63.135285,0.585621,,-1.993960158372502,,-1.993960158372502,,,0.52793,150,True,39.19,./circle_half_quarter/first/sample_0041/iteration_00150.png
first_circle_half_quarter_042,first,circle_half_quarter,phase1,0.337251,0.26599,3.102043,4.207788,0.562205,56.44353,0.329304,,-2.067492350783844,,-2.067492350783844,,,0.589669,150,True,42.4,./circle_half_quarter/first/sample_0042/iteration_00150.png
first_circle_half_quarter_043,first,circle_half_quarter,phase1,0.374924,0.075712,3.948578,1.837115,0.225372,31.706839,0.35665,,-0.399153223835797,,-0.399153223835797,,,0.945275,150,True,25.64,./circle_half_quarter/first/sample_0043/iteration_00150.png
first_circle_half_quarter_044,first,circle_half_quarter,phase1,0.333868,0.177916,1.852212,1.068819,0.667674,10.138479,1.131207,,1.4535873100768893e-34,,1.4535873100768893e-34,,,0.0,12,True,4.49,./circle_half_quarter/first/sample_0044/iteration_00012.png
first_circle_half_quarter_045,first,circle_half_quarter,phase1,0.46938,0.208516,1.031426,2.089643,0.530511,25.350574,1.152458,,1.5772042224851859e-34,,1.5772042224851859e-34,,,0.0,11,True,3.33,./circle_half_quarter/first/sample_0045/iteration_00011.png
first_circle_half_quarter_046,first,circle_half_quarter,phase1,0.357373,0.296737,3.615144,4.877165,0.681956,71.0411,0.54881,,-0.5273832547094138,,-0.5273832547094138,,,0.249112,16,True,5.62,./circle_half_quarter/first/sample_0046/iteration_00016.png
first_circle_half_quarter_047,first,circle_half_quarter,phase1,0.461695,0.291526,5.27976,4.301209,0.571393,17.762215,1.269255,,3.5973484581674065e-34,,3.5973484581674065e-34,,,0.0,10,True,4.25,./circle_half_quarter/first/sample_0047/iteration_00010.png
first_circle_half_quarter_048,first,circle_half_quarter,phase1,0.287239,0.21032,5.591551,1.341943,0.388626,0.074016,0.832779,,1.8193827449211616e-36,,1.8193827449211616e-36,,,0.0,15,True,5.99,./circle_half_quarter/first/sample_0048/iteration_00015.png
first_circle_half_quarter_049,first,circle_half_quarter,phase1,0.227251,0.08027,1.620489,1.65739,0.277466,33.137863,0.753719,,-1.3405087151199035,,-1.3405087151199035,,,0.410684,150,True,27.1,./circle_half_quarter/first/sample_0049/iteration_00150.png
second_circle_half_quarter_000,second,circle_half_quarter,phase1,0.529808,0.166513,2.81414,1.52489,0.299058,43.24388,,1.269554,-282.2442269223213,,-282.2442269223213,,,0.0,12,True,4.89,./circle_half_quarter/second/sample_0000/iteration_00012.png
second_circle_half_quarter_001,second,circle_half_quarter,phase1,0.433711,0.263146,4.454961,2.589751,0.650732,4.241043,,1.66709,-248.3687322071461,,-248.3687322071461,,,0.0,10,True,4.6,./circle_half_quarter/second/sample_0001/iteration_00010.png
second_circle_half_quarter_002,second,circle_half_quarter,phase1,0.348453,0.119681,1.544542,4.821821,0.311724,36.663004,,2.389676,-229.80680968663552,,-229.80680968663552,,,0.0,15,True,5.69,./circle_half_quarter/second/sample_0002/iteration_00015.png
second_circle_half_quarter_003,second,circle_half_quarter,phase1,0.237164,0.191108,5.810688,3.882344,0.638054,49.559902,,0.738248,-32.88782184403679,,-32.88782184403679,,,0.0,12,True,5.97,./circle_half_quarter/second/sample_0003/iteration_00012.png
second_circle_half_quarter_004,second,circle_half_quarter,phase1,0.582766,0.220162,1.925524,2.145356,0.476742,2.933173,,0.641218,-172.4763835482681,,-172.4763835482681,,,0.0,11,True,4.38,./circle_half_quarter/second/sample_0004/iteration_00011.png
second_circle_half_quarter_005,second,circle_half_quarter,phase1,0.206484,0.173865,1.75243,1.949606,0.393302,58.613127,,1.146693,-38.72193349932643,,-38.72193349932643,,,0.0,12,True,4.64,./circle_half_quarter/second/sample_0005/iteration_00012.png
second_circle_half_quarter_006,second,circle_half_quarter,phase1,0.258398,0.095976,5.316774,1.215011,0.466125,19.281009,,1.7927,-94.80291696101878,,-94.80291696101878,,,0.0,17,True,7.74,./circle_half_quarter/second/sample_0006/iteration_00017.png
second_circle_half_quarter_007,second,circle_half_quarter,phase1,0.294882,0.056065,4.699264,3.864007,0.673351,22.130702,,1.748771,-120.43855034741287,,-120.43855034741287,,,0.0,24,True,9.94,./circle_half_quarter/second/sample_0007/iteration_00024.png
second_circle_half_quarter_008,second,circle_half_quarter,phase1,0.364329,0.109427,2.58602,1.434501,0.413316,67.552027,,2.357391,-247.8302948731548,,-247.8302948731548,,,0.0,16,True,6.4,./circle_half_quarter/second/sample_0008/iteration_00016.png
second_circle_half_quarter_009,second,circle_half_quarter,phase1,0.40188,0.052204,4.544642,3.189223,0.49696,73.744528,,1.042531,-133.3576887262203,,-133.3576887262203,,,0.0,25,True,9.99,./circle_half_quarter/second/sample_0009/iteration_00025.png
second_circle_half_quarter_010,second,circle_half_quarter,phase1,0.390283,0.08883,5.41466,4.407318,0.649417,46.293509,,0.848256,-102.33476670422138,,-102.33476670422138,,,0.0,18,True,8.23,./circle_half_quarter/second/sample_0010/iteration_00018.png
second_circle_half_quarter_011,second,circle_half_quarter,phase1,0.586705,0.281678,2.72161,3.115437,0.585936,11.134763,,2.333321,-636.1356587430366,,-636.1356587430366,,,0.0,10,True,3.73,./circle_half_quarter/second/sample_0011/iteration_00010.png
second_circle_half_quarter_012,second,circle_half_quarter,phase1,0.215818,0.287691,4.827764,4.112796,0.358387,27.898119,,0.533908,-19.696031552332315,,-19.696031552332315,,,0.0,10,True,4.8,./circle_half_quarter/second/sample_0012/iteration_00010.png
second_circle_half_quarter_013,second,circle_half_quarter,phase1,0.498429,0.163492,3.461898,4.644307,0.433697,42.548737,,2.096494,-412.5125257493752,,-412.5125257493752,,,0.0,13,True,5.35,./circle_half_quarter/second/sample_0013/iteration_00013.png
second_circle_half_quarter_014,second,circle_half_quarter,phase1,0.319056,0.196501,1.209142,2.923048,0.617341,79.255483,,1.50885,-121.65106323592256,,-121.65106323592256,,,0.0,12,True,4.61,./circle_half_quarter/second/sample_0014/iteration_00012.png
second_circle_half_quarter_015,second,circle_half_quarter,phase1,0.410265,0.094518,3.372776,3.524051,0.280974,78.379603,,1.091905,-145.56262143259286,,-145.56262143259286,,,0.0,17,True,6.87,./circle_half_quarter/second/sample_0015/iteration_00017.png
second_circle_half_quarter_016,second,circle_half_quarter,phase1,0.573552,0.065717,4.782323,3.033662,0.512415,76.104967,,0.682716,-177.87811934007237,,-177.87811934007237,,,0.0,22,True,9.19,./circle_half_quarter/second/sample_0016/iteration_00022.png
second_circle_half_quarter_017,second,circle_half_quarter,phase1,0.490982,0.259578,3.535015,3.353272,0.235842,53.925094,,2.00024,-381.89910856278846,,-381.89910856278846,,,0.0,10,True,4.22,./circle_half_quarter/second/sample_0017/iteration_00010.png
second_circle_half_quarter_018,second,circle_half_quarter,phase1,0.509361,0.147062,2.08966,3.788438,0.508294,37.934784,,1.596758,-328.1154609815713,,-328.1154609815713,,,0.0,13,True,5.29,./circle_half_quarter/second/sample_0018/iteration_00013.png
second_circle_half_quarter_019,second,circle_half_quarter,phase1,0.517225,0.245207,4.99772,3.992727,0.245177,88.591077,,2.496691,-529.0052666513942,,-529.0052666513942,,,0.0,11,True,5.17,./circle_half_quarter/second/sample_0019/iteration_00011.png
second_circle_half_quarter_020,second,circle_half_quarter,phase1,0.300107,0.277141,5.606217,2.800743,0.555265,35.519444,,2.166737,-154.55884916679923,,-154.55884916679923,,,0.0,10,True,5.09,./circle_half_quarter/second/sample_0020/iteration_00010.png
second_circle_half_quarter_021,second,circle_half_quarter,phase1,0.395835,0.180869,1.497839,2.484887,0.331038,41.147552,,2.237839,-277.7105972608593,,-277.7105972608593,,,0.0,12,True,4.23,./circle_half_quarter/second/sample_0021/iteration_00012.png
second_circle_half_quarter_022,second,circle_half_quarter,phase1,0.223131,0.251703,4.071877,2.226221,0.21273,81.416435,,1.65569,-65.28849038304492,,-65.28849038304492,,,0.0,10,True,4.25,./circle_half_quarter/second/sample_0022/iteration_00010.png
second_circle_half_quarter_023,second,circle_half_quarter,phase1,0.240672,0.132226,2.296259,4.181583,0.696291,68.706378,,1.42767,-65.49599681230623,,-65.49599681230623,,,0.0,14,True,5.64,./circle_half_quarter/second/sample_0023/iteration_00014.png
second_circle_half_quarter_024,second,circle_half_quarter,phase1,0.525463,0.127425,3.770908,1.963768,0.45744,5.515122,,1.573416,-344.0834012964998,,-344.0834012964998,,,0.0,14,True,5.33,./circle_half_quarter/second/sample_0024/iteration_00014.png
second_circle_half_quarter_025,second,circle_half_quarter,phase1,0.599641,0.135542,3.800762,3.445192,0.442514,14.596574,,1.704262,-485.34970511288554,,-485.34970511288554,,,0.0,14,True,5.7,./circle_half_quarter/second/sample_0025/iteration_00014.png
second_circle_half_quarter_026,second,circle_half_quarter,phase1,0.555849,0.071692,4.222799,4.974726,0.326263,75.42996,,2.430128,-594.6743924331706,,-594.6743924331706,,,0.0,20,True,7.41,./circle_half_quarter/second/sample_0026/iteration_00020.png
second_circle_half_quarter_027,second,circle_half_quarter,phase1,0.4459,0.239386,2.675903,1.725055,0.261689,60.924088,,0.892829,-140.59831853716076,,-140.59831853716076,,,0.0,11,True,3.98,./circle_half_quarter/second/sample_0027/iteration_00011.png
second_circle_half_quarter_028,second,circle_half_quarter,phase1,0.547205,0.143448,2.380357,4.450035,0.372226,86.450712,,2.27997,-540.7111973914162,,-540.7111973914162,,,0.0,13,True,5.08,./circle_half_quarter/second/sample_0028/iteration_00013.png
second_circle_half_quarter_029,second,circle_half_quarter,phase1,0.430849,0.229341,2.177034,1.158885,0.403223,48.380701,,1.839747,-270.48552010003647,,-270.48552010003647,,,0.0,11,True,4.21,./circle_half_quarter/second/sample_0029/iteration_00011.png
second_circle_half_quarter_030,second,circle_half_quarter,phase1,0.562446,0.060979,5.180022,3.673511,0.422846,54.469829,,1.214758,-304.35981880940204,,-304.35981880940204,,,0.0,23,True,9.21,./circle_half_quarter/second/sample_0030/iteration_00023.png
second_circle_half_quarter_031,second,circle_half_quarter,phase1,0.47901,0.153495,3.260242,3.245795,0.595114,20.406844,,2.021775,-367.4160216311039,,-367.4160216311039,,,0.0,13,True,3.96,./circle_half_quarter/second/sample_0031/iteration_00013.png
second_circle_half_quarter_032,second,circle_half_quarter,phase1,0.485708,0.102224,5.997514,2.286015,0.34366,8.809385,,1.134386,-211.95733411038333,,-211.95733411038333,,,0.0,16,True,6.77,./circle_half_quarter/second/sample_0032/iteration_00016.png
second_circle_half_quarter_033,second,circle_half_quarter,phase1,0.276647,0.230335,1.140396,3.562701,0.601956,24.358713,,0.988609,-59.92569914671693,,-59.92569914671693,,,0.0,11,True,3.55,./circle_half_quarter/second/sample_0033/iteration_00011.png
second_circle_half_quarter_034,second,circle_half_quarter,phase1,0.271857,0.201016,5.017057,2.671268,0.207674,51.244615,,0.755759,-44.238633565747136,,-44.238633565747136,,,0.0,11,True,4.65,./circle_half_quarter/second/sample_0034/iteration_00011.png
second_circle_half_quarter_035,second,circle_half_quarter,phase1,0.537058,0.243129,1.358743,4.711751,0.625741,61.826524,,2.1853,-499.2175125985161,,-499.2175125985161,,,0.0,11,True,4.11,./circle_half_quarter/second/sample_0035/iteration_00011.png
second_circle_half_quarter_036,second,circle_half_quarter,phase1,0.380369,0.27127,5.776334,2.420173,0.481834,30.410499,,0.817338,-93.65856099778865,,-93.65856099778865,,,0.0,10,True,4.54,./circle_half_quarter/second/sample_0036/iteration_00010.png
second_circle_half_quarter_037,second,circle_half_quarter,phase1,0.251245,0.188448,2.917534,4.588306,0.258561,12.742253,,1.373379,-68.6625137071254,,-68.6625137071254,,,0.0,12,True,4.55,./circle_half_quarter/second/sample_0037/iteration_00012.png
second_circle_half_quarter_038,second,circle_half_quarter,phase1,0.325722,0.219894,3.088451,1.627711,0.529446,86.085645,,1.337865,-112.41989479893671,,-112.41989479893671,,,0.0,11,True,4.41,./circle_half_quarter/second/sample_0038/iteration_00011.png
second_circle_half_quarter_039,second,circle_half_quarter,phase1,0.451271,0.15841,4.160637,2.865543,0.304955,65.024991,,1.465955,-236.44561818646463,,-236.44561818646463,,,0.0,13,True,4.68,./circle_half_quarter/second/sample_0039/iteration_00013.png
second_circle_half_quarter_040,second,circle_half_quarter,phase1,0.311652,0.123753,4.376326,2.74548,0.364288,83.850728,,1.97803,-152.16311102587994,,-152.16311102587994,,,0.0,14,True,5.41,./circle_half_quarter/second/sample_0040/iteration_00014.png
second_circle_half_quarter_041,second,circle_half_quarter,phase1,0.421011,0.110833,2.489833,1.2781,0.54948,63.135285,,0.976035,-137.0215311936642,,-137.0215311936642,,,0.0,15,True,3.31,./circle_half_quarter/second/sample_0041/iteration_00015.png
second_circle_half_quarter_042,second,circle_half_quarter,phase1,0.337251,0.26599,3.102043,4.207788,0.562205,56.44353,,0.54884,-49.441261455985575,,-49.441261455985575,,,0.0,10,True,3.9,./circle_half_quarter/second/sample_0042/iteration_00010.png
second_circle_half_quarter_043,second,circle_half_quarter,phase1,0.374924,0.075712,3.948578,1.837115,0.225372,31.706839,,0.594417,-66.17793763980688,,-66.17793763980688,,,0.0,20,True,4.42,./circle_half_quarter/second/sample_0043/iteration_00020.png
second_circle_half_quarter_044,second,circle_half_quarter,phase1,0.333868,0.177916,1.852212,1.068819,0.667674,10.138479,,1.885344,-166.4474613806115,,-166.4474613806115,,,0.0,12,True,4.12,./circle_half_quarter/second/sample_0044/iteration_00012.png
second_circle_half_quarter_045,second,circle_half_quarter,phase1,0.46938,0.208516,1.031426,2.089643,0.530511,25.350574,,1.920764,-335.1654845187848,,-335.1654845187848,,,0.0,11,True,2.41,./circle_half_quarter/second/sample_0045/iteration_00011.png
second_circle_half_quarter_046,second,circle_half_quarter,phase1,0.357373,0.296737,3.615144,4.877165,0.681956,71.0411,,0.914683,-92.52319896652783,,-92.52319896652783,,,0.0,10,True,3.16,./circle_half_quarter/second/sample_0046/iteration_00010.png
second_circle_half_quarter_047,second,circle_half_quarter,phase1,0.461695,0.291526,5.27976,4.301209,0.571393,17.762215,,2.115425,-357.14421837627924,,-357.14421837627924,,,0.0,10,True,2.66,./circle_half_quarter/second/sample_0047/iteration_00010.png
second_circle_half_quarter_048,second,circle_half_quarter,phase1,0.287239,0.21032,5.591551,1.341943,0.388626,0.074016,,1.387965,-90.69891008037071,,-90.69891008037071,,,0.0,11,True,3.58,./circle_half_quarter/second/sample_0048/iteration_00011.png
second_circle_half_quarter_049,second,circle_half_quarter,phase1,0.227251,0.08027,1.620489,1.65739,0.277466,33.137863,,1.256198,-51.3811854701726,,-51.3811854701726,,,0.0,19,True,3.68,./circle_half_quarter/second/sample_0049/iteration_00019.png
auxetic_cross_rectangular_000,auxetic,cross_rectangular,phase1,0.593808,0.066513,2.81414,4.80489,0.279058,32.44388,,,101.57232406558651,0.1766386521402595,,,,0.593809,41,True,14.79,./cross_rectangular/auxetic/sample_0000/iteration_00041.png
auxetic_cross_rectangular_001,auxetic,cross_rectangular,phase1,0.489911,0.247748,5.087189,3.177115,0.696292,66.731823,,,67.82633758677215,0.14651909182664324,,,,0.48991,131,True,45.67,./cross_rectangular/auxetic/sample_0001/iteration_00131.png
auxetic_cross_rectangular_002,auxetic,cross_rectangular,phase1,0.298849,0.138864,1.655659,1.334179,0.664454,21.485129,,,9.36373948490198,0.1435525681897178,,,,0.298849,150,True,50.73,./cross_rectangular/auxetic/sample_0002/iteration_00150.png
auxetic_cross_rectangular_003,auxetic,cross_rectangular,phase1,0.377379,0.298227,3.924191,4.629467,0.590293,30.792382,,,34.788535000624265,0.1679102008834625,,,,0.37738,71,True,25.1,./cross_rectangular/auxetic/sample_0003/iteration_00071.png
auxetic_cross_rectangular_004,auxetic,cross_rectangular,phase1,0.305773,0.109781,2.953328,4.024429,0.408457,77.970512,,,22.511331879560295,0.12468477293207156,,,,0.305773,50,True,19.09,./cross_rectangular/auxetic/sample_0004/iteration_00050.png
auxetic_cross_rectangular_005,auxetic,cross_rectangular,phase1,0.274042,0.238148,4.967417,1.562599,0.525304,39.258952,,,11.910241796037749,0.20081276167070375,,,,0.274042,150,True,54.63,./cross_rectangular/auxetic/sample_0005/iteration_00150.png
auxetic_cross_rectangular_006,auxetic,cross_rectangular,phase1,0.534961,0.146651,2.177309,2.001944,0.375628,29.101179,,,63.10586857556531,0.12783678962013018,,,,0.534962,47,True,16.75,./cross_rectangular/auxetic/sample_0006/iteration_00047.png
auxetic_cross_rectangular_007,auxetic,cross_rectangular,phase1,0.418398,0.085976,3.016774,4.975011,0.416125,82.281009,,,41.928883373459946,0.08944996540839674,,,,0.418398,56,True,20.11,./cross_rectangular/auxetic/sample_0007/iteration_00056.png
auxetic_cross_rectangular_008,auxetic,cross_rectangular,phase1,0.23454,0.064963,5.580009,3.62882,0.252131,34.803268,,,13.788630852446547,0.30000000001803645,,,,0.234541,59,True,23.22,./cross_rectangular/auxetic/sample_0008/iteration_00059.png
auxetic_cross_rectangular_009,auxetic,cross_rectangular,phase1,0.266359,0.122156,2.754108,2.857542,0.468602,17.793846,,,14.821064327729093,0.1683389093975869,,,,0.266359,42,True,14.8,./cross_rectangular/auxetic/sample_0009/iteration_00042.png
auxetic_cross_rectangular_010,auxetic,cross_rectangular,phase1,0.250653,0.216175,5.643476,1.682312,0.493653,53.003557,,,5.685111557056659,0.2999999999674749,,,,0.250652,150,True,56.05,./cross_rectangular/auxetic/sample_0010/iteration_00150.png
auxetic_cross_rectangular_011,auxetic,cross_rectangular,phase1,0.451526,0.092816,2.296918,2.975684,0.297854,2.864648,,,47.954322940864785,0.17865906037062068,,,,0.451526,39,True,14.29,./cross_rectangular/auxetic/sample_0011/iteration_00039.png
auxetic_cross_rectangular_012,auxetic,cross_rectangular,phase1,0.353173,0.208593,1.79417,2.501285,0.357064,25.80855,,,22.94162997520469,0.14933618738489904,,,,0.353173,36,True,13.22,./cross_rectangular/auxetic/sample_0012/iteration_00036.png
auxetic_cross_rectangular_013,auxetic,cross_rectangular,phase1,0.331544,0.052968,1.533569,3.337288,0.43186,10.499449,,,18.23595181853321,0.124210423488677,,,,0.331544,56,True,19.48,./cross_rectangular/auxetic/sample_0013/iteration_00056.png
auxetic_cross_rectangular_014,auxetic,cross_rectangular,phase1,0.447818,0.232691,4.227764,1.792796,0.208387,72.898119,,,60.47210959307918,0.20630088731284799,,,,0.447818,150,True,55.57,./cross_rectangular/auxetic/sample_0014/iteration_00150.png
auxetic_cross_rectangular_015,auxetic,cross_rectangular,phase1,0.558782,0.163095,3.355384,2.144294,0.476985,13.265491,,,71.76026238189338,0.0628553888765935,,,,0.558782,102,True,37.19,./cross_rectangular/auxetic/sample_0015/iteration_00102.png
auxetic_cross_rectangular_016,auxetic,cross_rectangular,phase1,0.565105,0.225191,5.888199,4.752988,0.680914,68.940527,,,127.25098145656747,0.5060277909803048,,,,0.565105,100,True,34.82,./cross_rectangular/auxetic/sample_0016/iteration_00100.png
auxetic_cross_rectangular_017,auxetic,cross_rectangular,phase1,0.429873,0.081416,1.022125,2.042466,0.445506,24.709965,,,26.477871479590682,0.11899786811683569,,,,0.429873,33,True,11.26,./cross_rectangular/auxetic/sample_0017/iteration_00033.png
auxetic_cross_rectangular_018,auxetic,cross_rectangular,phase1,0.327229,0.273988,3.754422,4.367792,0.36694,76.357405,,,31.845502281577254,0.16985153725073987,,,,0.32723,46,True,16.96,./cross_rectangular/auxetic/sample_0018/iteration_00046.png
auxetic_cross_rectangular_019,auxetic,cross_rectangular,phase1,0.214586,0.221403,5.224148,2.211471,0.395679,74.470844,,,10.24430068167158,0.2936583411724426,,,,0.214586,150,True,57.07,./cross_rectangular/auxetic/sample_0019/iteration_00150.png
auxetic_cross_rectangular_020,auxetic,cross_rectangular,phase1,0.219327,0.267921,3.291556,3.748012,0.249584,71.110817,,,6.700503590564193,0.3000000000052176,,,,0.219327,43,True,15.9,./cross_rectangular/auxetic/sample_0020/iteration_00043.png
auxetic_cross_rectangular_021,auxetic,cross_rectangular,phase1,0.549361,0.077062,5.78966,1.148438,0.508294,43.334784,,,76.7997946020403,0.29855790647499597,,,,0.549362,150,True,54.71,./cross_rectangular/auxetic/sample_0021/iteration_00150.png
auxetic_cross_rectangular_022,auxetic,cross_rectangular,phase1,0.203352,0.279886,1.440908,3.69225,0.230414,58.531854,,,4.653673969767658,0.31905685758715924,,,,0.203351,27,True,9.47,./cross_rectangular/auxetic/sample_0022/iteration_00027.png
