sample_id,objective,seed,batch,volfrac,move,rmin,penal,void_size_frac,rotation_deg,beta,beta_second,best_obj_value,poisson_ratio,eigenfreq_1,eigenfreq_2,compliance,volume_fraction_final,n_iter,converged,elapsed_time,topology_path
second_grid_circular_voids_027,second,grid_circular_voids,phase1,0.4459,0.239386,2.675903,1.725055,0.261689,60.924088,,0.892829,-140.59831853716076,,-140.59831853716076,,,0.0,11,True,4.12,./grid_circular_voids/second/sample_0027/iteration_00011.png
second_grid_circular_voids_028,second,grid_circular_voids,phase1,0.547205,0.143448,2.380357,4.450035,0.372226,86.450712,,2.27997,-540.7111973914162,,-540.7111973914162,,,0.0,13,True,4.9,./grid_circular_voids/second/sample_0028/iteration_00013.png
second_grid_circular_voids_029,second,grid_circular_voids,phase1,0.430849,0.229341,2.177034,1.158885,0.403223,48.380701,,1.839747,-270.48552010003647,,-270.48552010003647,,,0.0,11,True,4.31,./grid_circular_voids/second/sample_0029/iteration_00011.png
second_grid_circular_voids_030,second,grid_circular_voids,phase1,0.562446,0.060979,5.180022,3.673511,0.422846,54.469829,,1.214758,-304.35981880940204,,-304.35981880940204,,,0.0,23,True,9.5,./grid_circular_voids/second/sample_0030/iteration_00023.png
second_grid_circular_voids_031,second,grid_circular_voids,phase1,0.47901,0.153495,3.260242,3.245795,0.595114,20.406844,,2.021775,-367.4160216311039,,-367.4160216311039,,,0.0,13,True,3.83,./grid_circular_voids/second/sample_0031/iteration_00013.png
second_grid_circular_voids_032,second,grid_circular_voids,phase1,0.485708,0.102224,5.997514,2.286015,0.34366,8.809385,,1.134386,-211.95733411038333,,-211.95733411038333,,,0.0,16,True,6.64,./grid_circular_voids/second/sample_0032/iteration_00016.png
second_grid_circular_voids_033,second,grid_circular_voids,phase1,0.276647,0.230335,1.140396,3.562701,0.601956,24.358713,,0.988609,-59.92569914671693,,-59.92569914671693,,,0.0,11,True,3.97,./grid_circular_voids/second/sample_0033/iteration_00011.png
second_grid_circular_voids_034,second,grid_circular_voids,phase1,0.271857,0.201016,5.017057,2.671268,0.207674,51.244615,,0.755759,-44.238633565747136,,-44.238633565747136,,,0.0,11,True,5.05,./grid_circular_voids/second/sample_0034/iteration_00011.png
second_grid_circular_voids_035,second,grid_circular_voids,phase1,0.537058,0.243129,1.358743,4.711751,0.625741,61.826524,,2.1853,-499.2175125985161,,-499.2175125985161,,,0.0,11,True,4.28,./grid_circular_voids/second/sample_0035/iteration_00011.png
second_grid_circular_voids_036,second,grid_circular_voids,phase1,0.380369,0.27127,5.776334,2.420173,0.481834,30.410499,,0.817338,-93.65856099778865,,-93.65856099778865,,,0.0,10,True,4.64,./grid_circular_voids/second/sample_0036/iteration_00010.png
second_grid_circular_voids_037,second,grid_circular_voids,phase1,0.251245,0.188448,2.917534,4.588306,0.258561,12.742253,,1.373379,-68.6625137071254,,-68.6625137071254,,,0.0,12,True,4.59,./grid_circular_voids/second/sample_0037/iteration_00012.png
second_grid_circular_voids_038,second,grid_circular_voids,phase1,0.325722,0.219894,3.088451,1.627711,0.529446,86.085645,,1.337865,-112.41989479893671,,-112.41989479893671,,,0.0,11,True,4.42,./grid_circular_voids/second/sample_0038/iteration_00011.png
second_grid_circular_voids_039,second,grid_circular_voids,phase1,0.451271,0.15841,4.160637,2.865543,0.304955,65.024991,,1.465955,-236.44561818646463,,-236.44561818646463,,,0.0,13,True,5.0,./grid_circular_voids/second/sample_0039/iteration_00013.png
second_grid_circular_voids_040,second,grid_circular_voids,phase1,0.311652,0.123753,4.376326,2.74548,0.364288,83.850728,,1.97803,-152.16311102587994,,-152.16311102587994,,,0.0,14,True,6.02,./grid_circular_voids/second/sample_0040/iteration_00014.png
second_grid_circular_voids_041,second,grid_circular_voids,phase1,0.421011,0.110833,2.489833,1.2781,0.54948,63.135285,,0.976035,-137.0215311936642,,-137.0215311936642,,,0.0,15,True,3.33,./grid_circular_voids/second/sample_0041/iteration_00015.png
second_grid_circular_voids_042,second,grid_circular_voids,phase1,0.337251,0.26599,3.102043,4.207788,0.562205,56.44353,,0.54884,-49.441261455985575,,-49.441261455985575,,,0.0,10,True,4.18,./grid_circular_voids/second/sample_0042/iteration_00010.png
second_grid_circular_voids_043,second,grid_circular_voids,phase1,0.374924,0.075712,3.948578,1.837115,0.225372,31.706839,,0.594417,-66.17793763980688,,-66.17793763980688,,,0.0,20,True,4.61,./grid_circular_voids/second/sample_0043/iteration_00020.png
second_grid_circular_voids_044,second,grid_circular_voids,phase1,0.333868,0.177916,1.852212,1.068819,0.667674,10.138479,,1.885344,-166.4474613806115,,-166.4474613806115,,,0.0,12,True,3.82,./grid_circular_voids/second/sample_0044/iteration_00012.png
second_grid_circular_voids_045,second,grid_circular_voids,phase1,0.46938,0.208516,1.031426,2.089643,0.530511,25.350574,,1.920764,-335.1654845187848,,-335.1654845187848,,,0.0,11,True,2.45,./grid_circular_voids/second/sample_0045/iteration_00011.png
second_grid_circular_voids_046,second,grid_circular_voids,phase1,0.357373,0.296737,3.615144,4.877165,0.681956,71.0411,,0.914683,-92.52319896652783,,-92.52319896652783,,,0.0,10,True,3.79,./grid_circular_voids/second/sample_0046/iteration_00010.png
second_grid_circular_voids_047,second,grid_circular_voids,phase1,0.461695,0.291526,5.27976,4.301209,0.571393,17.762215,,2.115425,-357.14421837627924,,-357.14421837627924,,,0.0,10,True,2.58,./grid_circular_voids/second/sample_0047/iteration_00010.png
second_grid_circular_voids_048,second,grid_circular_voids,phase1,0.287239,0.21032,5.591551,1.341943,0.388626,0.074016,,1.387965,-90.69891008037071,,-90.69891008037071,,,0.0,11,True,3.36,./grid_circular_voids/second/sample_0048/iteration_00011.png
second_grid_circular_voids_049,second,grid_circular_voids,phase1,0.227251,0.08027,1.620489,1.65739,0.277466,33.137863,,1.256198,-51.3811854701726,,-51.3811854701726,,,0.0,19,True,3.57,./grid_circular_voids/second/sample_0049/iteration_00019.png
auxetic_hexagonal_000,auxetic,hexagonal,phase1,0.593808,0.066513,2.81414,4.80489,0.279058,32.44388,,,104.53266106754397,0.19442028085516383,,,,0.593808,49,True,17.51,./hexagonal/auxetic/sample_0000/iteration_00049.png
auxetic_hexagonal_001,auxetic,hexagonal,phase1,0.489911,0.247748,5.087189,3.177115,0.696292,66.731823,,,62.593902992951556,0.09516563085648104,,,,0.489911,111,True,39.89,./hexagonal/auxetic/sample_0001/iteration_00111.png
auxetic_hexagonal_002,auxetic,hexagonal,phase1,0.298849,0.138864,1.655659,1.334179,0.664454,21.485129,,,10.020838202039288,0.12240500949226324,,,,0.298849,106,True,36.31,./hexagonal/auxetic/sample_0002/iteration_00106.png
auxetic_hexagonal_003,auxetic,hexagonal,phase1,0.377379,0.298227,3.924191,4.629467,0.590293,30.792382,,,37.88933546830038,0.12832233456085076,,,,0.377379,93,True,33.89,./hexagonal/auxetic/sample_0003/iteration_00093.png
auxetic_hexagonal_004,auxetic,hexagonal,phase1,0.305773,0.109781,2.953328,4.024429,0.408457,77.970512,,,22.503241497264767,0.12410860847908488,,,,0.305773,60,True,22.29,./hexagonal/auxetic/sample_0004/iteration_00060.png
auxetic_hexagonal_005,auxetic,hexagonal,phase1,0.274042,0.238148,4.967417,1.562599,0.525304,39.258952,,,13.971626130809643,0.1765330294632794,,,,0.274041,150,True,53.37,./hexagonal/auxetic/sample_0005/iteration_00150.png
auxetic_hexagonal_006,auxetic,hexagonal,phase1,0.534961,0.146651,2.177309,2.001944,0.375628,29.101179,,,64.21766608526745,0.1377642499896373,,,,0.534961,65,True,22.55,./hexagonal/auxetic/sample_0006/iteration_00065.png
auxetic_hexagonal_007,auxetic,hexagonal,phase1,0.418398,0.085976,3.016774,4.975011,0.416125,82.281009,,,42.929926900219066,0.11881631286307681,,,,0.418399,36,True,12.81,./hexagonal/auxetic/sample_0007/iteration_00036.png
auxetic_hexagonal_008,auxetic,hexagonal,phase1,0.23454,0.064963,5.580009,3.62882,0.252131,34.803268,,,13.077501589360537,0.30000000001523036,,,,0.23454,54,True,21.46,./hexagonal/auxetic/sample_0008/iteration_00054.png
auxetic_hexagonal_009,auxetic,hexagonal,phase1,0.266359,0.122156,2.754108,2.857542,0.468602,17.793846,,,14.405802777335044,0.1997489917767971,,,,0.266358,45,True,16.09,./hexagonal/auxetic/sample_0009/iteration_00045.png
auxetic_hexagonal_010,auxetic,hexagonal,phase1,0.250653,0.216175,5.643476,1.682312,0.493653,53.003557,,,11.91945385780869,0.2314889192110502,,,,0.250653,150,True,57.88,./hexagonal/auxetic/sample_0010/iteration_00150.png
auxetic_hexagonal_011,auxetic,hexagonal,phase1,0.451526,0.092816,2.296918,2.975684,0.297854,2.864648,,,50.19995319720043,0.20544152753186815,,,,0.451526,111,True,40.17,./hexagonal/auxetic/sample_0011/iteration_00111.png
auxetic_hexagonal_012,auxetic,hexagonal,phase1,0.353173,0.208593,1.79417,2.501285,0.357064,25.80855,,,24.07212393812543,0.1785306487902607,,,,0.353173,51,True,17.63,./hexagonal/auxetic/sample_0012/iteration_00051.png
auxetic_hexagonal_013,auxetic,hexagonal,phase1,0.331544,0.052968,1.533569,3.337288,0.43186,10.499449,,,16.951768965377482,0.15311812104743688,,,,0.331543,62,True,21.16,./hexagonal/auxetic/sample_0013/iteration_00062.png
auxetic_hexagonal_014,auxetic,hexagonal,phase1,0.447818,0.232691,4.227764,1.792796,0.208387,72.898119,,,54.11631679289597,0.20673774445432502,,,,0.447819,150,True,55.57,./hexagonal/auxetic/sample_0014/iteration_00150.png
auxetic_hexagonal_015,auxetic,hexagonal,phase1,0.558782,0.163095,3.355384,2.144294,0.476985,13.265491,,,73.77465702061798,0.07175654846313219,,,,0.558782,106,True,39.45,./hexagonal/auxetic/sample_0015/iteration_00106.png
auxetic_hexagonal_016,auxetic,hexagonal,phase1,0.565105,0.225191,5.888199,4.752988,0.680914,68.940527,,,98.1878091861497,0.11058900325037956,,,,0.565106,98,True,34.8,./hexagonal/auxetic/sample_0016/iteration_00098.png
auxetic_hexagonal_017,auxetic,hexagonal,phase1,0.429873,0.081416,1.022125,2.042466,0.445506,24.709965,,,29.03335548881196,0.11383027044744387,,,,0.429873,56,True,18.89,./hexagonal/auxetic/sample_0017/iteration_00056.png
auxetic_hexagonal_018,auxetic,hexagonal,phase1,0.327229,0.273988,3.754422,4.367792,0.36694,76.357405,,,31.58505501170653,0.20799137883588745,,,,0.327228,41,True,14.7,./hexagonal/auxetic/sample_0018/iteration_00041.png
auxetic_hexagonal_019,auxetic,hexagonal,phase1,0.214586,0.221403,5.224148,2.211471,0.395679,74.470844,,,9.313541980258915,0.2986541254278193,,,,0.214586,150,True,56.56,./hexagonal/auxetic/sample_0019/iteration_00150.png
auxetic_hexagonal_020,auxetic,hexagonal,phase1,0.219327,0.267921,3.291556,3.748012,0.249584,71.110817,,,6.457571463635761,0.30000000000481564,,,,0.219328,35,True,13.07,./hexagonal/auxetic/sample_0020/iteration_00035.png
auxetic_hexagonal_021,auxetic,hexagonal,phase1,0.549361,0.077062,5.78966,1.148438,0.508294,43.334784,,,74.01411073670545,0.23595661794783293,,,,0.549361,150,True,55.7,./hexagonal/auxetic/sample_0021/iteration_00150.png
auxetic_hexagonal_022,auxetic,hexagonal,phase1,0.203352,0.279886,1.440908,3.69225,0.230414,58.531854,,,2.9101860984075314,0.3000000000026667,,,,0.203351,32,True,10.83,./hexagonal/auxetic/sample_0022/iteration_00032.png
auxetic_hexagonal_023,auxetic,hexagonal,phase1,0.225738,0.072546,4.851334,4.353382,0.510622,83.57089,,,10.650232973818003,0.2999999999937628,,,,0.225739,60,True,21.52,./hexagonal/auxetic/sample_0023/iteration_00060.png
auxetic_hexagonal_024,auxetic,hexagonal,phase1,0.340212,0.157397,2.066843,4.898642,0.285611,1.761098,,,25.062131091467716,0.2172081917312842,,,,0.340212,34,True,12.61,./hexagonal/auxetic/sample_0024/iteration_00034.png
auxetic_hexagonal_025,auxetic,hexagonal,phase1,0.25739,0.17723,3.585975,4.128307,0.318914,41.989968,,,12.100538033316969,0.3000000000769013,,,,0.25739,59,True,21.46,./hexagonal/auxetic/sample_0025/iteration_00059.png
auxetic_hexagonal_026,auxetic,hexagonal,phase1,0.43775,0.116157,2.427301,1.827246,0.488923,88.351179,,,36.28552041119805,0.08823046956046723,,,,0.43775,123,True,41.8,./hexagonal/auxetic/sample_0026/iteration_00123.png
auxetic_hexagonal_027,auxetic,hexagonal,phase1,0.510158,0.173145,4.444515,1.317007,0.641702,61.545147,,,68.78088310013575,0.2542054617349349,,,,0.510158,150,True,49.83,./hexagonal/auxetic/sample_0027/iteration_00150.png
auxetic_hexagonal_028,auxetic,hexagonal,phase1,0.365463,0.167425,3.470908,1.883768,0.22744,10.915122,,,34.846633100015424,0.28997847617250755,,,,0.365463,101,True,36.59,./hexagonal/auxetic/sample_0028/iteration_00101.png
auxetic_hexagonal_029,auxetic,hexagonal,phase1,0.590683,0.190038,5.45649,1.556407,0.381083,47.252506,,,99.44361553930078,0.2792437193576631,,,,0.590683,150,True,43.17,./hexagonal/auxetic/sample_0029/iteration_00150.png
auxetic_hexagonal_030,auxetic,hexagonal,phase1,0.520874,0.18342,4.648114,4.048524,0.60228,56.40901,,,70.09439142316884,0.08133998221625661,,,,0.520874,29,True,10.42,./hexagonal/auxetic/sample_0030/iteration_00029.png
auxetic_hexagonal_031,auxetic,hexagonal,phase1,0.285011,0.258688,1.125321,4.592443,0.540632,51.766253,,,11.46540035809074,0.12240544960049271,,,,0.28501,27,True,9.74,./hexagonal/auxetic/sample_0031/iteration_00027.png
auxetic_hexagonal_032,auxetic,hexagonal,phase1,0.471018,0.154104,1.384672,1.173511,0.614006,14.625788,,,25.16919583935804,0.30252574263556226,,,,0.471018,150,True,51.68,./hexagonal/auxetic/sample_0032/iteration_00150.png
auxetic_hexagonal_033,auxetic,hexagonal,phase1,0.246429,0.185141,3.12226,3.935174,0.304993,6.940984,,,9.126434971596751,0.3000000000682976,,,,0.246428,32,True,10.92,./hexagonal/auxetic/sample_0033/iteration_00032.png
auxetic_hexagonal_034,auxetic,hexagonal,phase1,0.319889,0.281612,3.686818,3.541628,0.578782,22.488606,,,22.7936720297406,0.19417935298279593,,,,0.319888,49,True,17.95,./hexagonal/auxetic/sample_0034/iteration_00049.png
auxetic_hexagonal_035,auxetic,hexagonal,phase1,0.458446,0.260979,4.180022,3.833511,0.632846,7.669829,,,51.35652277144438,0.08854199152482002,,,,0.458446,33,True,11.75,./hexagonal/auxetic/sample_0035/iteration_00033.png
auxetic_hexagonal_036,auxetic,hexagonal,phase1,0.294952,0.128012,4.307244,2.3501,0.566991,40.520549,,,15.155747964892907,0.24436048265190835,,,,0.294952,150,True,51.26,./hexagonal/auxetic/sample_0036/iteration_00150.png
auxetic_hexagonal_037,auxetic,hexagonal,phase1,0.346697,0.210376,4.071355,4.44355,0.629751,27.800644,,,21.95002550874469,0.22185274326967735,,,,0.346697,120,True,25.53,./hexagonal/auxetic/sample_0037/iteration_00120.png
auxetic_hexagonal_038,auxetic,hexagonal,phase1,0.474928,0.142904,5.185966,1.071528,0.320338,65.527123,,,61.039607597366306,0.4212605227397515,,,,0.474927,150,True,51.3,./hexagonal/auxetic/sample_0038/iteration_00150.png
auxetic_hexagonal_039,auxetic,hexagonal,phase1,0.368536,0.196076,5.353262,3.415651,0.459822,5.203541,,,39.09457649618557,0.18218173894733983,,,,0.368536,83,True,18.38,./hexagonal/auxetic/sample_0039/iteration_00083.png
auxetic_hexagonal_040,auxetic,hexagonal,phase1,0.569365,0.112346,2.576736,1.416255,0.58394,36.23807,,,98.14203182657278,0.3765319270545721,,,,0.569365,150,True,51.11,./hexagonal/auxetic/sample_0040/iteration_00150.png
auxetic_hexagonal_041,auxetic,hexagonal,phase1,0.515175,0.287871,1.862582,2.566994,0.333481,18.238517,,,64.44911754042995,0.18083259647039296,,,,0.515175,39,True,9.09,./hexagonal/auxetic/sample_0041/iteration_00039.png
auxetic_hexagonal_042,auxetic,hexagonal,phase1,0.396369,0.20127,2.376334,2.420173,0.341834,86.210499,,,32.575793380629705,0.2109675867009184,,,,0.396369,89,True,30.13,./hexagonal/auxetic/sample_0042/iteration_00089.png
auxetic_hexagonal_043,auxetic,hexagonal,phase1,0.407468,0.250877,1.285383,3.032445,0.426897,87.941031,,,29.718624375295242,0.11703081014486667,,,,0.407468,25,True,8.13,./hexagonal/auxetic/sample_0043/iteration_00025.png
auxetic_hexagonal_044,auxetic,hexagonal,phase1,0.536632,0.099232,4.771528,2.826757,0.268845,80.961934,,,90.45547305137394,0.23730021209207516,,,,0.536633,70,True,24.93,./hexagonal/auxetic/sample_0044/iteration_00070.png
auxetic_hexagonal_045,auxetic,hexagonal,phase1,0.487557,0.102044,4.594662,4.266029,0.213193,64.091465,,,79.29549530210534,0.2953269598484554,,,,0.487557,44,True,16.07,./hexagonal/auxetic/sample_0045/iteration_00044.png
auxetic_hexagonal_046,auxetic,hexagonal,phase1,0.581456,0.055744,2.6125,3.279638,0.539565,55.473303,,,78.444924555482,0.05210448645418896,,,,0.581456,121,True,33.98,./hexagonal/auxetic/sample_0046/iteration_00121.png
auxetic_hexagonal_047,auxetic,hexagonal,phase1,0.502106,0.292919,1.942877,3.140049,0.679507,60.527495,,,49.495255788252194,0.07334249203130516,,,,0.502106,42,True,8.47,./hexagonal/auxetic/sample_0047/iteration_00042.png
auxetic_hexagonal_048,auxetic,hexagonal,phase1,0.41181,0.13474,5.916654,2.751866,0.650752,46.621596,,,41.08959384483848,0.17626496298385663,,,,0.411809,72,True,23.47,./hexagonal/auxetic/sample_0048/iteration_00072.png
auxetic_hexagonal_049,auxetic,hexagonal,phase1,0.385251,0.24099,3.802043,2.607788,0.552205,49.24353,,,32.91877605790651,0.10013480891526019,,,,0.385252,63,True,15.05,./hexagonal/auxetic/sample_0049/iteration_00063.png
first_hexagonal_000,first,hexagonal,phase1,0.529808,0.166513,2.81414,1.52489,0.299058,43.24388,0.761733,,-2.1171099298671563,,-2.1171099298671563,,,0.483215,150,True,49.23,./hexagonal/first/sample_0000/iteration_00150.png
first_hexagonal_001,first,hexagonal,phase1,0.433711,0.263146,4.454961,2.589751,0.650732,4.241043,1.000254,,3.295114620710352e-35,,3.295114620710352e-35,,,0.0,10,True,2.8,./hexagonal/first/sample_0001/iteration_00010.png
first_hexagonal_002,first,hexagonal,phase1,0.348453,0.119681,1.544542,4.821821,0.311724,36.663004,1.433806,,7.382585919804605e-33,,7.382585919804605e-33,,,0.0,15,True,5.87,./hexagonal/first/sample_0002/iteration_00015.png
first_hexagonal_003,first,hexagonal,phase1,0.237164,0.191108,5.810688,3.882344,0.638054,49.559902,0.442949,,-1.8539384214136516,,-1.8539384214136516,,,0.7356,12,True,5.13,./hexagonal/first/sample_0003/iteration_00012.png
first_hexagonal_004,first,hexagonal,phase1,0.582766,0.220162,1.925524,2.145356,0.476742,2.933173,0.384731,,-2.7769729145113446,,-2.7769729145113446,,,0.7964,25,True,9.23,./hexagonal/first/sample_0004/iteration_00025.png
first_hexagonal_005,first,hexagonal,phase1,0.206484,0.173865,1.75243,1.949606,0.393302,58.613127,0.688016,,-1.825601899869559,,-1.825601899869559,,,0.408969,150,True,46.55,./hexagonal/first/sample_0005/iteration_00150.png
first_hexagonal_006,first,hexagonal,phase1,0.258398,0.095976,5.316774,1.215011,0.466125,19.281009,1.07562,,1.142577903954167e-34,,1.142577903954167e-34,,,0.0,17,True,7.83,./hexagonal/first/sample_0006/iteration_00017.png
first_hexagonal_007,first,hexagonal,phase1,0.294882,0.056065,4.699264,3.864007,0.673351,22.130702,1.049263,,1.0490551119027779e-34,,1.0490551119027779e-34,,,0.0,24,True,9.29,./hexagonal/first/sample_0007/iteration_00024.png
first_hexagonal_008,first,hexagonal,phase1,0.364329,0.109427,2.58602,1.434501,0.413316,67.552027,1.414434,,8.514912134976219e-33,,8.514912134976219e-33,,,0.0,16,True,6.34,./hexagonal/first/sample_0008/iteration_00016.png
first_hexagonal_009,first,hexagonal,phase1,0.40188,0.052204,4.544642,3.189223,0.49696,73.744528,0.625519,,-1.4572103695120695,,-1.4572103695120695,,,0.8372,20,True,7.88,./hexagonal/first/sample_0009/iteration_00020.png
first_hexagonal_010,first,hexagonal,phase1,0.390283,0.08883,5.41466,4.407318,0.649417,46.293509,0.508954,,-1.8815986343618452,,-1.8815986343618452,,,0.7268,12,True,5.66,./hexagonal/first/sample_0010/iteration_00012.png
first_hexagonal_011,first,hexagonal,phase1,0.586705,0.281678,2.72161,3.115437,0.585936,11.134763,1.399993,,9.593729840887087e-34,,9.593729840887087e-34,,,0.0,10,True,3.89,./hexagonal/first/sample_0011/iteration_00010.png
first_hexagonal_012,first,hexagonal,phase1,0.215818,0.287691,4.827764,4.112796,0.358387,27.898119,0.320345,,-1.2639758275809074,,-1.2639758275809074,,,0.837158,150,True,50.1,./hexagonal/first/sample_0012/iteration_00150.png
first_hexagonal_013,first,hexagonal,phase1,0.498429,0.163492,3.461898,4.644307,0.433697,42.548737,1.257896,,6.547076928267689e-34,,6.547076928267689e-34,,,0.0,13,True,3.12,./hexagonal/first/sample_0013/iteration_00013.png
first_hexagonal_014,first,hexagonal,phase1,0.319056,0.196501,1.209142,2.923048,0.617341,79.255483,0.90531,,9.743562235631786e-36,,9.743562235631786e-36,,,0.0,12,True,4.62,./hexagonal/first/sample_0014/iteration_00012.png
first_hexagonal_015,first,hexagonal,phase1,0.410265,0.094518,3.372776,3.524051,0.280974,78.379603,0.655143,,-0.8977659040249113,,-0.8977659040249113,,,0.86545,150,True,44.94,./hexagonal/first/sample_0015/iteration_00150.png
first_hexagonal_016,first,hexagonal,phase1,0.573552,0.065717,4.782323,3.033662,0.512415,76.104967,0.40963,,-1.480588104051717,,-1.480588104051717,,,0.8316,12,True,5.27,./hexagonal/first/sample_0016/iteration_00012.png
first_hexagonal_017,first,hexagonal,phase1,0.490982,0.259578,3.535015,3.353272,0.235842,53.925094,1.200144,,2.053737776475685e-34,,2.053737776475685e-34,,,0.0,10,True,4.02,./hexagonal/first/sample_0017/iteration_00010.png
first_hexagonal_018,first,hexagonal,phase1,0.509361,0.147062,2.08966,3.788438,0.508294,37.934784,0.958055,,1.8695592631713195e-35,,1.8695592631713195e-35,,,0.0,13,True,5.38,./hexagonal/first/sample_0018/iteration_00013.png
first_hexagonal_019,first,hexagonal,phase1,0.517225,0.245207,4.99772,3.992727,0.245177,88.591077,1.498014,,2.828131418761628e-33,,2.828131418761628e-33,,,0.0,11,True,4.63,./hexagonal/first/sample_0019/iteration_00011.png
first_hexagonal_020,first,hexagonal,phase1,0.300107,0.277141,5.606217,2.800743,0.555265,35.519444,1.300042,,4.572455721615706e-34,,4.572455721615706e-34,,,0.0,10,True,4.74,./hexagonal/first/sample_0020/iteration_00010.png
first_hexagonal_021,first,hexagonal,phase1,0.395835,0.180869,1.497839,2.484887,0.331038,41.147552,1.342703,,1.1389699673853354e-33,,1.1389699673853354e-33,,,0.0,12,True,4.32,./hexagonal/first/sample_0021/iteration_00012.png
first_hexagonal_022,first,hexagonal,phase1,0.223131,0.251703,4.071877,2.226221,0.21273,81.416435,0.993414,,3.074536268302285e-35,,3.074536268302285e-35,,,0.0,10,True,4.08,./hexagonal/first/sample_0022/iteration_00010.png
first_hexagonal_023,first,hexagonal,phase1,0.240672,0.132226,2.296259,4.181583,0.696291,68.706378,0.856602,,2.4755212135744452e-36,,2.4755212135744452e-36,,,0.0,16,True,6.03,./hexagonal/first/sample_0023/iteration_00016.png
first_hexagonal_024,first,hexagonal,phase1,0.525463,0.127425,3.770908,1.963768,0.45744,5.515122,0.944049,,1.4505515331948942e-35,,1.4505515331948942e-35,,,0.0,14,True,5.32,./hexagonal/first/sample_0024/iteration_00014.png
first_hexagonal_025,first,hexagonal,phase1,0.599641,0.135542,3.800762,3.445192,0.442514,14.596574,1.022557,,4.502901554100742e-35,,4.502901554100742e-35,,,0.0,14,True,5.36,./hexagonal/first/sample_0025/iteration_00014.png
first_hexagonal_026,first,hexagonal,phase1,0.555849,0.071692,4.222799,4.974726,0.326263,75.42996,1.458077,,6.258623094204431e-32,,6.258623094204431e-32,,,0.0,20,True,7.65,./hexagonal/first/sample_0026/iteration_00020.png
first_hexagonal_027,first,hexagonal,phase1,0.4459,0.239386,2.675903,1.725055,0.261689,60.924088,0.535698,,-1.835380372468346,,-1.835380372468346,,,0.637417,34,True,11.53,./hexagonal/first/sample_0027/iteration_00034.png
first_hexagonal_028,first,hexagonal,phase1,0.547205,0.143448,2.380357,4.450035,0.372226,86.450712,1.367982,,1.949160752263348e-33,,1.949160752263348e-33,,,0.0,13,True,4.36,./hexagonal/first/sample_0028/iteration_00013.png
first_hexagonal_029,first,hexagonal,phase1,0.430849,0.229341,2.177034,1.158885,0.403223,48.380701,1.103848,,9.805977605506425e-35,,9.805977605506425e-35,,,0.0,11,True,4.2,./hexagonal/first/sample_0029/iteration_00011.png
first_hexagonal_030,first,hexagonal,phase1,0.562446,0.060979,5.180022,3.673511,0.422846,54.469829,0.728855,,-1.4642643830061988,,-1.4642643830061988,,,0.870149,42,True,15.79,./hexagonal/first/sample_0030/iteration_00042.png
first_hexagonal_031,first,hexagonal,phase1,0.47901,0.153495,3.260242,3.245795,0.595114,20.406844,1.213065,,4.083495858316412e-34,,4.083495858316412e-34,,,0.0,13,True,5.07,./hexagonal/first/sample_0031/iteration_00013.png
first_hexagonal_032,first,hexagonal,phase1,0.485708,0.102224,5.997514,2.286015,0.34366,8.809385,0.680632,,-0.8251919925351491,,-0.8251919925351491,,,0.912483,150,True,45.19,./hexagonal/first/sample_0032/iteration_00150.png
first_hexagonal_033,first,hexagonal,phase1,0.276647,0.230335,1.140396,3.562701,0.601956,24.358713,0.593166,,-0.7024448821980711,,-0.7024448821980711,,,0.276648,150,True,25.86,./hexagonal/first/sample_0033/iteration_00150.png
first_hexagonal_034,first,hexagonal,phase1,0.271857,0.201016,5.017057,2.671268,0.207674,51.244615,0.453456,,-1.0267283488673806,,-1.0267283488673806,,,0.884587,62,True,22.17,./hexagonal/first/sample_0034/iteration_00062.png
first_hexagonal_035,first,hexagonal,phase1,0.537058,0.243129,1.358743,4.711751,0.625741,61.826524,1.31118,,6.530551255409587e-34,,6.530551255409587e-34,,,0.0,11,True,2.54,./hexagonal/first/sample_0035/iteration_00011.png
first_hexagonal_036,first,hexagonal,phase1,0.380369,0.27127,5.776334,2.420173,0.481834,30.410499,0.490403,,-1.5672890755361304,,-1.5672890755361304,,,0.830281,12,True,5.21,./hexagonal/first/sample_0036/iteration_00012.png
first_hexagonal_037,first,hexagonal,phase1,0.251245,0.188448,2.917534,4.588306,0.258561,12.742253,0.824027,,1.895516598372931e-36,,1.895516598372931e-36,,,0.0,14,True,5.42,./hexagonal/first/sample_0037/iteration_00014.png
first_hexagonal_038,first,hexagonal,phase1,0.325722,0.219894,3.088451,1.627711,0.529446,86.085645,0.802719,,1.5935626635958766e-36,,1.5935626635958766e-36,,,0.0,13,True,4.94,./hexagonal/first/sample_0038/iteration_00013.png
first_hexagonal_039,first,hexagonal,phase1,0.451271,0.15841,4.160637,2.865543,0.304955,65.024991,0.879573,,4.528391426831421e-36,,4.528391426831421e-36,,,0.0,15,True,6.03,./hexagonal/first/sample_0039/iteration_00015.png
first_hexagonal_040,first,hexagonal,phase1,0.311652,0.123753,4.376326,2.74548,0.364288,83.850728,1.186818,,3.646501439893876e-34,,3.646501439893876e-34,,,0.0,14,True,5.7,./hexagonal/first/sample_0040/iteration_00014.png
first_hexagonal_041,first,hexagonal,phase1,0.421011,0.110833,2.489833,1.2781,0.54948,63.135285,0.585621,,-2.1097345627047557,,-2.1097345627047557,,,0.774818,25,True,8.58,./hexagonal/first/sample_0041/iteration_00025.png
