sample_id,seed,objective,success,v12,v21,obj_value,n_iters,converged,elapsed_time,error,E0,Emin,ft,max_iter,move,nelx,nely,nu,penal,rmin,save_every,scale_factor,tol_change,tol_obj,verbose,void_size_frac,volfrac,window_size
0,circle,auxetic,True,-0.2779929502406159,-0.2888039331218376,0.5260222192137118,150,True,23.96,,199.0,1e-09,2,150,0.101963,50,50,0.3,2.614722,1.26285,9999,1,0.01,0.05,False,0.415327,0.58694,20
1,circle,auxetic,True,-0.2036585366413299,-0.2181395466849586,0.7282503993971505,150,True,22.31,,199.0,1e-09,2,150,0.083185,50,50,0.3,3.850815,1.100196,9999,1,0.01,0.05,False,0.368641,0.548205,20
2,circle,auxetic,True,-0.3902776141323494,-0.39287085153132295,0.682022857545563,150,True,22.61,,199.0,1e-09,2,150,0.114537,50,50,0.3,3.716198,1.156963,9999,1,0.01,0.05,False,0.36988,0.519115,20
3,circle,auxetic,True,-0.34362763779853334,-0.33009632692692265,0.5209226648231643,150,True,22.57,,199.0,1e-09,2,150,0.161593,50,50,0.3,3.211592,1.110196,9999,1,0.01,0.05,False,0.421861,0.60412,20
4,circle,auxetic,True,-0.3265609227998578,-0.3307294463267515,0.5772275508653998,150,True,23.59,,199.0,1e-09,2,150,0.092717,50,50,0.3,2.638318,1.273869,9999,1,0.01,0.05,False,0.34216,0.568855,20
5,circle,auxetic,True,-0.3975351938253013,-0.42105474297324913,0.3983175226312581,150,True,21.29,,199.0,1e-09,2,150,0.106103,50,50,0.3,2.556336,1.080006,9999,1,0.01,0.05,False,0.295761,0.610048,20
6,circle,auxetic,True,-0.4807306301894316,-0.5173169497887125,0.43486036203527967,150,True,23.85,,199.0,1e-09,2,150,0.067971,50,50,0.3,3.103065,1.215606,9999,1,0.01,0.05,False,0.398859,0.493166,20
7,circle,auxetic,True,-0.27025914669704015,-0.26492545138016893,0.726836422369483,150,True,21.88,,199.0,1e-09,2,150,0.07876,50,50,0.3,3.124251,1.276287,9999,1,0.01,0.05,False,0.419754,0.494721,20
8,circle,auxetic,True,-0.38138799117929556,-0.374585767285968,0.7657903543196724,150,True,21.12,,199.0,1e-09,2,150,0.143735,50,50,0.3,3.141216,1.084298,9999,1,0.01,0.05,False,0.349326,0.543725,20
9,circle,auxetic,True,-0.5019134225604334,-0.5023140879724773,0.2197212311458363,150,True,23.28,,199.0,1e-09,2,150,0.163154,50,50,0.3,2.781145,1.060482,9999,1,0.01,0.05,False,0.279499,0.593139,20
10,circle,auxetic,True,-0.4734692765978735,-0.4763784624033941,0.4462558869847042,150,True,22.77,,199.0,1e-09,2,150,0.16744,50,50,0.3,3.759535,1.211651,9999,1,0.01,0.05,False,0.38895,0.526432,20
