sample_id,success,v12,v21,obj_value,n_iters,converged,elapsed_time,volfrac,penal,rmin,move,void_size_frac,error
34,True,0.10546590315540581,0.10553019984776756,4.248965137694697,188,True,534.82,0.453545,2.269097,1.262321,0.202256,0.447012,
35,True,0.12114537460298683,0.12087821672733565,4.249758079901763,200,True,351.66,0.569775,2.213894,1.600229,0.210433,0.455508,
36,True,0.14794901557158333,0.14726888854769052,4.251042512034888,200,True,549.82,0.675546,3.206393,2.304434,0.184736,0.371368,
37,True,0.14422488824131066,0.1442248866997603,4.143695072362025,34,True,77.67,0.641692,3.297581,1.147166,0.187013,0.548425,
38,True,0.12025742256256966,0.12015281198285262,4.281926281375335,171,True,466.67,0.535316,3.065542,1.746317,0.086676,0.357080,
39,True,0.15195561123725052,0.15195561039430902,4.132613223837393,34,True,81.74,0.664104,2.804037,1.183763,0.085214,0.536138,
40,True,0.1440859299074714,0.1458258170743722,4.209141546403771,200,True,515.25,0.656113,2.901690,2.244978,0.245424,0.297916,
41,True,0.10419758351389916,0.10414643825121282,4.277714075478959,111,True,212.90,0.478852,3.012091,1.159670,0.141513,0.390962,
42,True,0.12512017021434388,0.12499139057177182,4.321504335650905,188,True,509.62,0.556529,4.125133,1.834007,0.074784,0.377708,
43,True,0.12615767443896456,0.12623076194406285,4.297337499112952,200,True,315.32,0.616305,4.392137,1.566287,0.110290,0.271615,
44,True,0.11296582039309254,0.11330376140671468,4.406614949569785,200,True,531.63,0.523495,3.530685,1.940114,0.174178,0.494281,
45,True,0.11409937413248161,0.11409937413258171,4.373300189302212,61,True,120.51,0.490376,4.458508,2.483344,0.223464,0.315365,
46,True,0.13081376843288398,0.13081733083796288,4.320665416673775,200,True,527.82,0.589298,3.594853,1.841013,0.103616,0.250402,
47,True,0.1596536992943661,0.1596536993272601,4.1708120953799215,70,True,133.44,0.680978,2.631957,2.416457,0.161929,0.531345,
48,True,0.14325269358166126,0.1431303831329906,4.23115987019229,200,True,528.39,0.620853,2.132191,2.013021,0.119877,0.330364,
49,True,0.1148803434791565,0.11488034347924642,4.198896767695175,48,True,100.71,0.480661,3.943814,1.077623,0.240503,0.277445,
